id,project,roadid,carriage,location,starterp,enderp,side,position,class,fault,repair,priority,comment,length,width,faulttime,inspector,inspection,seq,photoid,geom,,
MDC_RD_0521_2667,MDC_RD_0521,261,953,COLE ROAD,8,9,R,(Opp)14,PVM,Edgebreak,Edgebreak Repair,2,,1,1,3/05/2021 13:09,SF,2021_05,662,MDC_C10_210503_19219,,,
MDC_RD_0521_2668,MDC_RD_0521,261,953,COLE ROAD,12,13,L,(Opp)14,PVM,Edgebreak Patch,Edgebreak Repair,3,,1,1,3/05/2021 13:09,SF,2021_05,663,MDC_C10_210503_19222,,,
MDC_RD_0521_2666,MDC_RD_0521,261,953,COLE ROAD,7,13,R,14,PVM,Flushing,Water Cutting,3,,6,1,3/05/2021 12:31,SF,2021_05,664,MDC_C10_210503_19228,,,
MDC_RD_0521_2665,MDC_RD_0521,261,953,COLE ROAD,16,17,R,14,PVM,Edgebreak,Edgebreak Repair,2,,1,1,3/05/2021 12:31,SF,2021_05,665,MDC_C10_210503_19227,,,
MDC_RD_0521_2664,MDC_RD_0521,261,953,COLE ROAD,136.8,137.8,R,14,PVM,Edgebreak Patch,Edgebreak Repair,3,,1,1,3/05/2021 12:30,SF,2021_05,666,MDC_C10_210503_00078,,,
MDC_RD_0521_2281,MDC_RD_0521,261,953,COLE ROAD,2317.2,2437.2,L,(Opp)232,PVM,Flushing,Water Cutting,3,,120,1,3/05/2021 9:15,SF,2021_05,667,MDC_C10_210503_00423,,,
MDC_RD_0521_2663,MDC_RD_0521,261,953,COLE ROAD,2480,2481,R,240,PVM,Depression,Level Mix,2,,1,1,3/05/2021 12:28,SF,2021_05,668,MDC_C10_210503_19190,,,
MDC_RD_0521_2183,MDC_RD_0521,397,1456,COLLINS CRESCENT,26.8,50.6,L,,DRA,Broken (K&C),Replace (K&C),3,,23.8,1,2/05/2021 16:07,SF,2021_05,669,MDC_C10_210502_49132,,,
MDC_RD_0521_2196,MDC_RD_0521,397,1456,COLLINS CRESCENT,29.6,49.6,R,,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:09,SF,2021_05,670,MDC_C10_210502_49356,,,
MDC_RD_0521_2184,MDC_RD_0521,397,1456,COLLINS CRESCENT,79.3,99.3,L,1(Opp)2,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:07,SF,2021_05,671,MDC_C10_210502_49152,,,
MDC_RD_0521_2195,MDC_RD_0521,397,1456,COLLINS CRESCENT,90.6,110.6,R,12(Opp)5,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:09,SF,2021_05,672,MDC_C10_210502_49344,,,
MDC_RD_0521_2185,MDC_RD_0521,397,1456,COLLINS CRESCENT,165,185,L,11(Opp)18,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:07,SF,2021_05,673,MDC_C10_210502_49176,,,
MDC_RD_0521_2194,MDC_RD_0521,397,1456,COLLINS CRESCENT,161.9,181.9,R,22(Opp)13,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:09,SF,2021_05,674,MDC_C10_210502_49326,,,
MDC_RD_0521_2186,MDC_RD_0521,397,1456,COLLINS CRESCENT,223.7,243.7,L,17(Opp)30,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:08,SF,2021_05,675,MDC_C10_210502_49192,,,
MDC_RD_0521_2193,MDC_RD_0521,397,1456,COLLINS CRESCENT,217.7,237.7,R,32(Opp)19,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:09,SF,2021_05,676,MDC_C10_210502_49314,,,
MDC_RD_0521_2187,MDC_RD_0521,397,1456,COLLINS CRESCENT,271.4,291.4,L,23(Opp)34,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:08,SF,2021_05,677,MDC_C10_210502_49204,,,
MDC_RD_0521_2192,MDC_RD_0521,397,1456,COLLINS CRESCENT,285.5,305.5,R,36(Opp)31,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:08,SF,2021_05,678,MDC_C10_210502_49300,,,
MDC_RD_0521_2188,MDC_RD_0521,397,1456,COLLINS CRESCENT,324.6,344.6,L,33(Opp)36,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:08,SF,2021_05,679,MDC_C10_210502_49218,,,
MDC_RD_0521_2189,MDC_RD_0521,397,1456,COLLINS CRESCENT,389.2,409.2,L,43(Opp)44,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:08,SF,2021_05,680,MDC_C10_210502_49232,,,
MDC_RD_0521_2191,MDC_RD_0521,397,1456,COLLINS CRESCENT,384.1,404.1,R,44(Opp)43,DRA,Broken (K&C),Replace (K&C),3,,20,1,2/05/2021 16:08,SF,2021_05,681,MDC_C10_210502_49278,,,
MDC_RD_0521_2190,MDC_RD_0521,397,1456,COLLINS CRESCENT,430,433,R,46,PVM,Alligator Cracking (C/S Rd),Crackseal,2,,3,2,2/05/2021 16:08,SF,2021_05,682,MDC_C10_210502_49263,,,
MDC_RD_0521_4930,MDC_RD_0521,115,2312,COLYTON ROAD,9.8,29.8,R,4(Opp)59-92,PVM,Scabbing,Chipseal,3,,20,2,6/05/2021 16:33,SF,2021_05,683,MDC_C10_210506_37244,,,
MDC_RD_0521_4240,MDC_RD_0521,115,2312,COLYTON ROAD,10.8,20.8,L,(Opp)4,PVM,Scabbing,Chipseal,3,,10,6,6/05/2021 9:08,SF,2021_05,684,MDC_C10_210506_00029,,,
MDC_RD_0521_4929,MDC_RD_0521,115,2756,COLYTON ROAD,1317,1426.7,R,132,PVM,Flushing,Water Cutting,3,,109.7,1,6/05/2021 16:32,SF,2021_05,685,MDC_C10_210506_37110,,,
MDC_RD_0521_4241,MDC_RD_0521,115,2756,COLYTON ROAD,1862.3,1882.3,L,(Opp)186,SHL,High Shoulder,Grade/Roll,2,,20,1,6/05/2021 9:10,SF,2021_05,686,MDC_C10_210506_00255,,,
MDC_RD_0521_4242,MDC_RD_0521,115,2756,COLYTON ROAD,1951.7,1954.7,L,(Opp)188,PVM,Edgebreak Patch,Edgebreak Repair,3,,3,1,6/05/2021 9:10,SF,2021_05,687,MDC_C10_210506_00265,,,
MDC_RD_0521_4243,MDC_RD_0521,115,2756,COLYTON ROAD,1986.5,1988.5,L,(Opp)188,PVM,Edgebreak,Edgebreak Repair,1,,2,1,6/05/2021 9:10,SF,2021_05,688,MDC_C10_210506_00271,,,
MDC_RD_0521_4926,MDC_RD_0521,115,2756,COLYTON ROAD,2006.5,2016.5,R,(Opp)201,PVM,Edgebreak Patch,Edgebreak Repair,3,,10,1,6/05/2021 16:31,SF,2021_05,689,MDC_C10_210506_37056,,,
MDC_RD_0521_4928,MDC_RD_0521,115,2756,COLYTON ROAD,2006.5,2026.5,R,(Opp)201,SHL,High Shoulder,Grade/Roll,2,,20,1,6/05/2021 16:31,SF,2021_05,690,MDC_C10_210506_37056,,,
MDC_RD_0521_4927,MDC_RD_0521,115,2756,COLYTON ROAD,2006.5,2012.5,R,(Opp)201,PVM,Scabbing,Chipseal,3,,6,2,6/05/2021 16:31,SF,2021_05,691,MDC_C10_210506_37056,,,
MDC_RD_0521_4925,MDC_RD_0521,115,2756,COLYTON ROAD,2587.3,2595.3,R,(Opp)267,PVM,Edgebreak Patch,Edgebreak Repair,3,,8,1,6/05/2021 16:31,SF,2021_05,692,MDC_C10_210506_37006,,,
MDC_RD_0521_4244,MDC_RD_0521,115,2756,COLYTON ROAD,2953.2,2954.2,L,295(Opp)276,PVM,Scabbing,Chipseal,3,,1,1,6/05/2021 9:11,SF,2021_05,693,MDC_C10_210506_00385,,,
MDC_RD_0521_4924,MDC_RD_0521,115,2756,COLYTON ROAD,3503,3506,R,(Opp)373,PVM,Edgebreak Patch,Edgebreak Repair,3,,3,1,6/05/2021 16:30,SF,2021_05,694,MDC_C10_210506_36926,,,
MDC_RD_0521_4923,MDC_RD_0521,115,2756,COLYTON ROAD,3917.9,3937.9,R,392(Opp)385,PVM,Flushing,Water Cutting,3,,20,1,6/05/2021 16:30,SF,2021_05,695,MDC_C10_210506_36884,,,
MDC_RD_0521_4922,MDC_RD_0521,115,2756,COLYTON ROAD,3999.8,4019.8,R,402,PVM,L & T Cracking (Fatigue),Jointseal,3,,20,1,6/05/2021 16:30,SF,2021_05,696,MDC_C10_210506_36874,,,
MDC_RD_0521_4470,MDC_RD_0521,115,2757,COLYTON ROAD,4234.7,4239.7,L,,PVM,Edgebreak Patch,Edgebreak Repair,3,,5,1,6/05/2021 11:18,SF,2021_05,697,MDC_C10_210506_11773,,,
MDC_RD_0521_4921,MDC_RD_0521,115,2757,COLYTON ROAD,4243.7,4244.7,R,,PVM,Scabbing,Chipseal,3,,1,1,6/05/2021 16:30,SF,2021_05,698,MDC_C10_210506_36848,,,
MDC_RD_0521_4920,MDC_RD_0521,115,2758,COLYTON ROAD,4448.5,4449.5,R,484(Opp)445,PVM,Edgebreak,Edgebreak Repair,2,,1,1,6/05/2021 16:29,SF,2021_05,699,MDC_C10_210506_36828,,,
MDC_RD_0521_4471,MDC_RD_0521,115,2758,COLYTON ROAD,4608.1,4613.1,L,445(Opp)484,PVM,Scabbing,Chipseal,3,,5,2,6/05/2021 11:19,SF,2021_05,700,MDC_C10_210506_11813,,,
MDC_RD_0521_4472,MDC_RD_0521,115,2758,COLYTON ROAD,4812.8,4815.8,L,445(Opp)484,PVM,Scabbing,Chipseal,3,,3,2,6/05/2021 11:19,SF,2021_05,701,MDC_C10_210506_11835,,,
MDC_RD_0521_4473,MDC_RD_0521,115,2758,COLYTON ROAD,5250.7,5430.7,L,523,SHL,High Shoulder,Grade/Roll,2,,180,1,6/05/2021 11:19,SF,2021_05,702,MDC_C10_210506_11879,,,
MDC_RD_0521_4919,MDC_RD_0521,115,2758,COLYTON ROAD,5285.1,5289.1,R,(Opp)523,PVM,Scabbing,Chipseal,3,,4,2,6/05/2021 16:29,SF,2021_05,703,MDC_C10_210506_36746,,,
MDC_RD_0521_4918,MDC_RD_0521,115,2758,COLYTON ROAD,5356.5,5362.5,R,(Opp)533-2/3,PVM,Rutting,Dig Out,2,,6,1,6/05/2021 16:29,SF,2021_05,704,MDC_C10_210506_36741,,,
MDC_RD_0521_4917,MDC_RD_0521,115,2758,COLYTON ROAD,5460.3,5463.3,R,(Opp)533-2/3,PVM,Scabbing,Chipseal,3,,3,1,6/05/2021 16:29,SF,2021_05,705,MDC_C10_210506_36728,,,
MDC_RD_0521_4474,MDC_RD_0521,115,2760,COLYTON ROAD,6055.6,6056.6,L,605(Opp)594,PVM,Depression,Level Mix,2,,1,1,6/05/2021 11:20,SF,2021_05,706,MDC_C10_210506_11967,,,
MDC_RD_0521_4916,MDC_RD_0521,115,2760,COLYTON ROAD,6087.5,6091.5,R,594(Opp)605,PVM,Flushing,Water Cutting,3,,4,1,6/05/2021 16:28,SF,2021_05,707,MDC_C10_210506_36662,,,
MDC_RD_0521_4475,MDC_RD_0521,115,2760,COLYTON ROAD,6630.9,6670.9,L,687(Opp)670,SHL,High Shoulder,Grade/Roll,2,,40,1,6/05/2021 11:20,SF,2021_05,708,MDC_C10_210506_12025,,,
MDC_RD_0521_4915,MDC_RD_0521,115,2760,COLYTON ROAD,6708.9,6713.9,R,670(Opp)687,SHL,High Shoulder,Grade/Roll,2,,5,1,6/05/2021 16:28,SF,2021_05,709,MDC_C10_210506_36606,,,
MDC_RD_0521_4476,MDC_RD_0521,115,2760,COLYTON ROAD,6760.8,6766.8,L,687(Opp)670,PVM,Scabbing,Chipseal,3,,6,1,6/05/2021 11:20,SF,2021_05,710,MDC_C10_210506_12039,,,
MDC_RD_0521_4914,MDC_RD_0521,115,2760,COLYTON ROAD,7515.5,7521.5,R,,PVM,Rutting,Dig Out,3,,6,1,6/05/2021 16:27,SF,2021_05,711,MDC_C10_210506_36533,,,
MDC_RD_0521_4477,MDC_RD_0521,115,2760,COLYTON ROAD,7804,7805,L,783,PVM,Shoulder Damage,Shoulder Repair,3,,1,1,6/05/2021 11:21,SF,2021_05,712,MDC_C10_210506_12149,,,
MDC_RD_0521_4478,MDC_RD_0521,115,2760,COLYTON ROAD,7832.9,7837.9,L,783,PVM,Flushing,Water Cutting,3,,5,2,6/05/2021 11:21,SF,2021_05,713,MDC_C10_210506_12153,,,
MDC_RD_0521_4479,MDC_RD_0521,115,2760,COLYTON ROAD,8154.6,8223.7,L,(Opp)818,PVM,Flushing,Water Cutting,3,,69.1,1,6/05/2021 11:22,SF,2021_05,714,MDC_C10_210506_12191,,,
MDC_RD_0521_4913,MDC_RD_0521,115,2760,COLYTON ROAD,8487.7,8507.7,R,(Opp)845,PVM,Depression,Level Mix,2,sub silence,20,1,6/05/2021 16:26,SF,2021_05,715,MDC_C10_210506_36432,,,
MDC_RD_0521_4912,MDC_RD_0521,115,2760,COLYTON ROAD,8666,8667,R,870(Opp)845,PVM,Deformation/Shoving (C/S Rd),Stabilise,3,,1,1,6/05/2021 16:26,SF,2021_05,716,MDC_C10_210506_36413,,,
MDC_RD_0521_4911,MDC_RD_0521,115,2760,COLYTON ROAD,8785.5,8795.5,R,886(Opp)845,PVM,Flushing,Water Cutting,3,,10,1,6/05/2021 16:26,SF,2021_05,717,MDC_C10_210506_36399,,,
MDC_RD_0521_4910,MDC_RD_0521,115,2760,COLYTON ROAD,8870.1,8873.1,R,886(Opp)845,PVM,Scabbing,Chipseal,3,,3,1,6/05/2021 16:26,SF,2021_05,718,MDC_C10_210506_36391,,,
MDC_RD_0521_4480,MDC_RD_0521,115,2760,COLYTON ROAD,9003,9004,L,(Opp)886,PVM,Edgebreak Patch,Edgebreak Repair,3,,1,1,6/05/2021 11:22,SF,2021_05,719,MDC_C10_210506_12282,,,
MDC_RD_0521_4909,MDC_RD_0521,115,2760,COLYTON ROAD,9003.8,9013.8,R,886,SHL,High Shoulder,Grade/Roll,2,,10,1,6/05/2021 16:26,SF,2021_05,720,MDC_C10_210506_36377,,,
MDC_RD_0521_4908,MDC_RD_0521,115,2760,COLYTON ROAD,9252.3,9272.3,R,912,PVM,Flushing,Water Cutting,3,,20,1,6/05/2021 16:26,SF,2021_05,721,MDC_C10_210506_36353,,,
MDC_RD_0521_4907,MDC_RD_0521,115,2760,COLYTON ROAD,9422.4,9428.4,R,966,PVM,Deformation/Shoving (C/S Rd),Stabilise,2,,6,1,6/05/2021 16:25,SF,2021_05,722,MDC_C10_210506_36335,,,
MDC_RD_0521_4481,MDC_RD_0521,115,2760,COLYTON ROAD,9707.8,9743.7,L,(Opp)966,PVM,Flushing,Water Cutting,3,,35.9,1,6/05/2021 11:23,SF,2021_05,723,MDC_C10_210506_12354,,,
MDC_RD_0521_4482,MDC_RD_0521,115,2760,COLYTON ROAD,9796.6,9797.6,L,(Opp)966,PVM,Deformation/Shoving (C/S Rd),Stabilise,3,,1,1,6/05/2021 11:23,SF,2021_05,724,MDC_C10_210506_12364,,,
MDC_RD_0521_4483,MDC_RD_0521,115,2760,COLYTON ROAD,10505.3,10511.3,L,,PVM,Depression,Level Mix,2,,6,1,6/05/2021 11:24,SF,2021_05,725,MDC_C10_210506_12438,,,
MDC_RD_0521_4906,MDC_RD_0521,115,2760,COLYTON ROAD,10620.8,10623.8,R,,PVM,Edgebreak Patch,Edgebreak Repair,3,,3,1,6/05/2021 16:24,SF,2021_05,726,MDC_C10_210506_36227,,,
MDC_RD_0521_4905,MDC_RD_0521,115,2760,COLYTON ROAD,11044,11064,R,,PVM,Deformation/Shoving (C/S Rd),Stabilise,3,,20,1,6/05/2021 16:24,SF,2021_05,727,MDC_C10_210506_36179,,,
MDC_RD_0521_4484,MDC_RD_0521,115,2760,COLYTON ROAD,11171.2,11174.2,L,,PVM,Scabbing,Chipseal,3,,3,1,6/05/2021 11:24,SF,2021_05,728,MDC_C10_210506_12510,,,
MDC_RD_0521_4493,MDC_RD_0521,115,2761,COLYTON ROAD,11352.8,11362.8,L,,PVM,Depression,Level Mix,2,,10,1,6/05/2021 11:30,SF,2021_05,729,MDC_C10_210506_13136,,,
MDC_RD_0521_4885,MDC_RD_0521,115,2761,COLYTON ROAD,11778.9,11788.9,R,,PVM,Flushing,Water Cutting,3,,10,1,6/05/2021 16:16,SF,2021_05,730,MDC_C10_210506_35217,,,
MDC_RD_0521_4494,MDC_RD_0521,115,2761,COLYTON ROAD,11939.4,11945.4,L,,PVM,Flushing,Water Cutting,3,,6,2,6/05/2021 11:30,SF,2021_05,731,MDC_C10_210506_13207,,,
MDC_RD_0521_4884,MDC_RD_0521,115,2761,COLYTON ROAD,12034.2,12035.2,R,(Opp)1221,PVM,Flushing,Water Cutting,3,,1,1,6/05/2021 16:16,SF,2021_05,732,MDC_C10_210506_35191,,,
MDC_RD_0521_4495,MDC_RD_0521,115,2761,COLYTON ROAD,12131.7,12134.7,L,1221,PVM,Edgebreak Patch,Edgebreak Repair,3,,3,1,6/05/2021 11:31,SF,2021_05,733,MDC_C10_210506_13229,,,
MDC_RD_0521_4496,MDC_RD_0521,115,2761,COLYTON ROAD,12300.9,12310.9,L,,PVM,Scabbing,Chipseal,2,,10,2,6/05/2021 11:31,SF,2021_05,734,MDC_C10_210506_13252,,,
MDC_RD_0521_4883,MDC_RD_0521,115,2761,COLYTON ROAD,12343.8,12346.8,R,,PVM,Flushing,Water Cutting,3,,3,1,6/05/2021 16:15,SF,2021_05,735,MDC_C10_210506_35157,,,
MDC_RD_0521_4497,MDC_RD_0521,115,2761,COLYTON ROAD,12630.5,12632.5,L,1277,PVM,Scabbing,Chipseal,3,,2,1,6/05/2021 11:31,SF,2021_05,736,MDC_C10_210506_13287,,,
MDC_RD_0521_4498,MDC_RD_0521,115,2761,COLYTON ROAD,12923.1,12925.1,L,1301(Opp)1310,PVM,Flushing,Water Cutting,3,,2,1,6/05/2021 11:31,SF,2021_05,737,MDC_C10_210506_13319,,,
MDC_RD_0521_4882,MDC_RD_0521,115,2761,COLYTON ROAD,12934.1,12936.1,R,1310(Opp)1301,PVM,Flushing,Water Cutting,3,,2,1,6/05/2021 16:15,SF,2021_05,738,MDC_C10_210506_35077,,,
MDC_RD_0521_4881,MDC_RD_0521,115,2761,COLYTON ROAD,13373.8,13375.8,R,1352,PVM,Edgebreak Patch,Edgebreak Repair,3,,2,1,6/05/2021 16:14,SF,2021_05,739,MDC_C10_210506_35029,,,
MDC_RD_0521_4499,MDC_RD_0521,115,2761,COLYTON ROAD,13487.6,13490.6,L,1355(Opp)1352,PVM,Flushing,Water Cutting,3,,3,1,6/05/2021 11:32,SF,2021_05,740,MDC_C10_210506_13381,,,
MDC_RD_0521_4880,MDC_RD_0521,115,2761,COLYTON ROAD,13547.5,13548.5,R,(Opp)1365,PVM,Edgebreak,Edgebreak Repair,2,,1,1,6/05/2021 16:14,SF,2021_05,741,MDC_C10_210506_35009,,,
MDC_RD_0521_4500,MDC_RD_0521,115,2761,COLYTON ROAD,13676.1,13678.1,L,1365,PVM,Scabbing,Chipseal,3,,2,1,6/05/2021 11:32,SF,2021_05,742,MDC_C10_210506_13403,,,
MDC_RD_0521_4879,MDC_RD_0521,115,2761,COLYTON ROAD,13701,13703,R,,PVM,Scabbing,Chipseal,3,,2,1,6/05/2021 16:14,SF,2021_05,743,MDC_C10_210506_34989,,,
MDC_RD_0521_4501,MDC_RD_0521,115,2761,COLYTON ROAD,13726.9,13728.9,L,,PVM,Scabbing,Chipseal,3,,2,1,6/05/2021 11:32,SF,2021_05,744,MDC_C10_210506_13409,,,
MDC_RD_0521_4502,MDC_RD_0521,115,2762,COLYTON ROAD,14388.7,14389.7,L,1443,PVM,Edgebreak,Edgebreak Repair,2,,1,1,6/05/2021 11:33,SF,2021_05,745,MDC_C10_210506_13493,,,
MDC_RD_0521_419,MDC_RD_0521,324,1264,CORNISH PLACE,28.8,38.8,L,,PVM,Flushing,Water Cutting,3,,10,1,30/04/2021 14:50,SF,2021_05,746,MDC_C10_210430_11874,,,
MDC_RD_0521_420,MDC_RD_0521,324,1264,CORNISH PLACE,59.6,64.6,L,8(Opp)1,DRA,Broken (K&C),Replace (K&C),3,,5,1,30/04/2021 14:50,SF,2021_05,747,MDC_C10_210430_11882,,,
MDC_RD_0521_421,MDC_RD_0521,324,1264,CORNISH PLACE,84.5,89.5,L,7(Opp)2,DRA,Broken (K&C),Replace (K&C),3,,5,1,30/04/2021 14:50,SF,2021_05,748,MDC_C10_210430_11888,,,
MDC_RD_0521_424,MDC_RD_0521,324,1264,CORNISH PLACE,38.8,106.3,R,3(Opp)7,PVM,Flushing,Water Cutting,3,,67.5,2,30/04/2021 14:50,SF,2021_05,749,MDC_C10_210430_11924,,,
MDC_RD_0521_423,MDC_RD_0521,324,1264,CORNISH PLACE,109.3,114.3,R,3(Opp)6,DRA,Broken (K&C),Replace (K&C),3,,5,1,30/04/2021 14:50,SF,2021_05,750,MDC_C10_210430_11920,,,
MDC_RD_0521_422,MDC_RD_0521,324,1264,CORNISH PLACE,126.2,131.2,L,5(Opp)4,DRA,Broken (K&C),Replace (K&C),3,,5,1,30/04/2021 14:50,SF,2021_05,751,MDC_C10_210430_11904,,,
MDC_RD_0521_298,MDC_RD_0521,313,1238,CORONATION STREET,7,12,R,73(Opp)1,DRA,Broken (K&C),Replace (K&C),3,,5,1,30/04/2021 14:10,SF,2021_05,752,MDC_C10_210430_07685,,,
MDC_RD_0521_292,MDC_RD_0521,313,1238,CORONATION STREET,33.9,35.9,L,1(Opp)73,DRA,Broken (K&C),Replace (K&C),3,,2,1,30/04/2021 14:09,SF,2021_05,753,MDC_C10_210430_07602,,,
MDC_RD_0521_293,MDC_RD_0521,313,1238,CORONATION STREET,69.7,71.7,L,3(Opp)2,DRA,Broken (K&C),Replace (K&C),3,,2,1,30/04/2021 14:09,SF,2021_05,754,MDC_C10_210430_07612,,,
MDC_RD_0521_294,MDC_RD_0521,313,1238,CORONATION STREET,116.5,120.5,L,9A(Opp)8,DRA,Broken (K&C),Replace (K&C),3,,4,1,30/04/2021 14:10,SF,2021_05,755,MDC_C10_210430_07624,,,
MDC_RD_0521_297,MDC_RD_0521,313,1238,CORONATION STREET,121.5,123.5,R,8(Opp)11,PVM,Scabbing,Chipseal,3,,2,1,30/04/2021 14:10,SF,2021_05,756,MDC_C10_210430_07650,,,
MDC_RD_0521_295,MDC_RD_0521,313,1238,CORONATION STREET,136.5,140.5,L,11(Opp)8,DRA,Broken (K&C),Replace (K&C),3,,4,1,30/04/2021 14:10,SF,2021_05,757,MDC_C10_210430_07630,,,
MDC_RD_0521_296,MDC_RD_0521,313,1238,CORONATION STREET,137.5,139.5,R,8(Opp)11,DRA,Broken (K&C),Replace (K&C),3,,2,1,30/04/2021 14:10,SF,2021_05,758,MDC_C10_210430_07644,,,
MDC_RD_0521_4186,MDC_RD_0521,143,1098,COULTER LINE,12,,L,(Opp)8,PVM,Pot Holes,Pothole Repair,1,,1,1,5/05/2021 15:54,SF,2021_05,759,MDC_C10_210505_10215,,,
MDC_RD_0521_4187,MDC_RD_0521,143,1098,COULTER LINE,15,18,L,(Opp)8,PVM,Alligator Cracking (C/S Rd),Crackseal,2,,3,2,5/05/2021 15:54,SF,2021_05,760,MDC_C10_210505_10214,,,
MDC_RD_0521_4227,MDC_RD_0521,143,1098,COULTER LINE,14,17,R,8,PVM,Alligator Cracking (C/S Rd),Crackseal,2,,3,1,5/05/2021 16:18,SF,2021_05,761,MDC_C10_210505_12935,,,
MDC_RD_0521_4226,MDC_RD_0521,143,1098,COULTER LINE,24,,R,8,PVM,Pothole Patch,Pothole Repair,3,,1,1,5/05/2021 16:18,SF,2021_05,762,MDC_C10_210505_12931,,,
MDC_RD_0521_4188,MDC_RD_0521,143,1098,COULTER LINE,30.9,34.9,L,(Opp)8,PVM,Alligator Cracking (C/S Rd),Crackseal,2,,4,1,5/05/2021 15:54,SF,2021_05,763,MDC_C10_210505_10229,,,
MDC_RD_0521_4225,MDC_RD_0521,143,1098,COULTER LINE,33.9,43.9,R,8,PVM,Alligator Cracking (C/S Rd),Crackseal,2,,10,2,5/05/2021 16:18,SF,2021_05,764,MDC_C10_210505_12927,,,
MDC_RD_0521_4224,MDC_RD_0521,143,1098,COULTER LINE,78.7,93.7,R,8(Opp)17,PVM,Deformation/Shoving (C/S Rd),Stabilise,1,,15,1,5/05/2021 16:18,SF,2021_05,765,MDC_C10_210505_12911,,,
MDC_RD_0521_4223,MDC_RD_0521,143,1098,COULTER LINE,119.6,122.6,R,12(Opp)17,PVM,Deformation/Shoving (C/S Rd),Stabilise,3,,3,1,5/05/2021 16:18,SF,2021_05,766,MDC_C10_210505_12864,,,
MDC_RD_0521_4189,MDC_RD_0521,143,1098,COULTER LINE,226,,L,(Opp)12,PVM,Pothole Patch,Pothole Repair,3,,1,1,5/05/2021 15:54,SF,2021_05,767,MDC_C10_210505_10268,,,
MDC_RD_0521_4190,MDC_RD_0521,143,1098,COULTER LINE,437.7,437.7,L,(Opp)28,PVM,Deformation/Shoving (C/S Rd),Stabilise,2,,20,1,5/05/2021 15:55,SF,2021_05,768,MDC_C10_210505_10300,,,
MDC_RD_0521_4191,MDC_RD_0521,143,1098,COULTER LINE,556.3,557.3,L,(Opp)50,PVM,Edgebreak,Edgebreak Repair,2,,1,1,5/05/2021 15:55,SF,2021_05,769,MDC_C10_210505_10346,,,
MDC_RD_0521_4222,MDC_RD_0521,143,1098,COULTER LINE,556.3,559.3,R,50,PVM,Alligator Cracking (C/S Rd),Crackseal,2,,3,2,5/05/2021 16:16,SF,2021_05,770,MDC_C10_210505_12780,,,
MDC_RD_0521_4221,MDC_RD_0521,143,1098,COULTER LINE,566,,R,50,PVM,Pot Holes,Pothole Repair,1,,1,1,5/05/2021 16:15,SF,2021_05,771,MDC_C10_210505_12780,,,
MDC_RD_0521_4220,MDC_RD_0521,143,1098,COULTER LINE,640,,R,50,PVM,Pothole Patch,Pothole Repair,3,,1,1,5/05/2021 16:15,SF,2021_05,772,MDC_C10_210505_12769,,,
MDC_RD_0521_4192,MDC_RD_0521,143,1098,COULTER LINE,803.9,813.9,L,(Opp)50,PVM,Scabbing,Chipseal,3,,10,1,5/05/2021 15:55,SF,2021_05,773,MDC_C10_210505_10382,,,
MDC_RD_0521_4219,MDC_RD_0521,143,1098,COULTER LINE,837.7,843.7,R,50,PVM,Deformation/Shoving (C/S Rd),Stabilise,2,,6,1,5/05/2021 16:15,SF,2021_05,774,MDC_C10_210505_12740,,,
MDC_RD_0521_4193,MDC_RD_0521,143,1098,COULTER LINE,874.6,876.6,L,(Opp)90,PVM,Edgebreak Patch,Edgebreak Repair,3,,2,1,5/05/2021 15:55,SF,2021_05,775,MDC_C10_210505_10392,,,
MDC_RD_0521_4194,MDC_RD_0521,143,1098,COULTER LINE,983.5,993.5,L,(Opp)90,PVM,Scabbing,Chipseal,3,,10,1,5/05/2021 15:56,SF,2021_05,776,MDC_C10_210505_10408,,,
MDC_RD_0521_4218,MDC_RD_0521,143,1098,COULTER LINE,1191.4,1192.4,R,90(Opp)119,PVM,Edgebreak Patch,Edgebreak Repair,3,,1,1,5/05/2021 16:15,SF,2021_05,777,MDC_C10_210505_12701,,,
MDC_RD_0521_4195,MDC_RD_0521,143,1098,COULTER LINE,2406.7,2529.6,L,between #200 & #244,PVM,Flushing,Water Cutting,3,,122.9,1,5/05/2021 15:57,SF,2021_05,778,MDC_C10_210505_10582,,,
MDC_RD_0521_4217,MDC_RD_0521,143,1098,COULTER LINE,3237.3,3240.3,R,(Opp)near #244,PVM,Scabbing,Chipseal,3,,3,1,5/05/2021 16:13,SF,2021_05,779,MDC_C10_210505_12467,,,
