id,project,roadid,carriage,location,starterp,enderp,side,position,class,fault,repair,priority,comment,length,width,faulttime,inspector,inspection,seq,photoid,geom,,
MDC_RD_0521_2696,MDC_RD_0521,497,1117,MERSEY STREET,2.9,86.1,L,near #2,PVM,Flushing,Water Cutting,3,,83.2,1,3/05/2021 13:19,SF,2021_05,3039,MDC_C10_210503_19870,,,
MDC_RD_0521_2868,MDC_RD_0521,497,1118,MERSEY STREET,85.1,90.1,R,15(Opp)16,DRA,Broken (K&C),Replace (K&C),3,,5,1,3/05/2021 14:22,SF,2021_05,3040,MDC_C10_210503_26003,,,
MDC_RD_0521_2697,MDC_RD_0521,497,1118,MERSEY STREET,110.1,112.1,L,14,DRA,Broken (K&C),Replace (K&C),3,,2,1,3/05/2021 13:19,SF,2021_05,3041,MDC_C10_210503_19888,,,
MDC_RD_0521_2867,MDC_RD_0521,497,1118,MERSEY STREET,122,127,R,11(Opp)14,DRA,Broken (K&C),Replace (K&C),3,,5,1,3/05/2021 14:22,SF,2021_05,3042,MDC_C10_210503_25995,,,
MDC_RD_0521_2698,MDC_RD_0521,497,1118,MERSEY STREET,128,227.7,L,14(Opp)11,PVM,Flushing,Water Cutting,3,,99.7,1,3/05/2021 13:19,SF,2021_05,3043,MDC_C10_210503_19892,,,
MDC_RD_0521_2699,MDC_RD_0521,497,1118,MERSEY STREET,147,159.9,L,12(Opp)9,DRA,Broken (K&C),Replace (K&C),3,,12.9,1,3/05/2021 13:19,SF,2021_05,3044,MDC_C10_210503_19898,,,
MDC_RD_0521_2866,MDC_RD_0521,497,1118,MERSEY STREET,184.8,189.8,R,(Opp)near #10,DRA,Broken (K&C),Replace (K&C),3,,5,1,3/05/2021 14:22,SF,2021_05,3045,MDC_C10_210503_25981,,,
MDC_RD_0521_2865,MDC_RD_0521,497,1118,MERSEY STREET,81.1,221.7,R,(Opp)near #10,PVM,Flushing,Water Cutting,3,,140.6,1,3/05/2021 14:22,SF,2021_05,3046,MDC_C10_210503_25973,,,
MDC_RD_0521_2495,MDC_RD_0521,497,2591,MERSEY STREET,337.9,357.9,R,,DRA,Broken (K&C),Replace (K&C),2,,20,1,3/05/2021 11:19,SF,2021_05,3047,MDC_C10_210503_11513,,,
MDC_RD_0521_2496,MDC_RD_0521,497,2591,MERSEY STREET,382.8,402.8,L,6(Opp)5,DRA,Broken (K&C),Replace (K&C),3,,20,1,3/05/2021 11:19,SF,2021_05,3048,MDC_C10_210503_11547,,,
MDC_RD_0521_2762,MDC_RD_0521,497,2592,MERSEY STREET,466.4,482.2,R,,PVM,Flushing,Water Cutting,3,,15.8,1,3/05/2021 13:43,SF,2021_05,3049,MDC_C10_210503_21881,,,
MDC_RD_0521_2497,MDC_RD_0521,497,2592,MERSEY STREET,473.3,483.3,L,,PVM,Flushing,Water Cutting,3,,10,1,3/05/2021 11:19,SF,2021_05,3050,MDC_C10_210503_11583,,,
MDC_RD_0521_2494,MDC_RD_0521,497,2592,MERSEY STREET,285.5,500.9,R,,PVM,Flushing,Water Cutting,3,,215.4,1,3/05/2021 11:08,SF,2021_05,3051,MDC_C10_210503_11433,,,
MDC_RD_0521_2498,MDC_RD_0521,497,2592,MERSEY STREET,492.9,500.9,L,,PVM,Scabbing,Chipseal,3,,8,1,3/05/2021 11:19,SF,2021_05,3052,MDC_C10_210503_11589,,,
MDC_RD_0521_4419,MDC_RD_0521,152,906,MIDLAND ROAD,14.8,24.8,R,near #72,PVM,Flushing,Water Cutting,3,,10,3,6/05/2021 10:43,SF,2021_05,3053,MDC_C10_210506_08839,,,
MDC_RD_0521_4431,MDC_RD_0521,152,906,MIDLAND ROAD,13.8,18.8,R,(Opp)near #72,PVM,Flushing,Water Cutting,3,,5,2,6/05/2021 10:46,SF,2021_05,3054,MDC_C10_210506_09265,,,
MDC_RD_0521_4430,MDC_RD_0521,152,906,MIDLAND ROAD,33.2,36.2,R,(Opp)near #72,PVM,Edgebreak Patch,Edgebreak Repair,3,,3,1,6/05/2021 10:46,SF,2021_05,3055,MDC_C10_210506_09255,,,
MDC_RD_0521_4420,MDC_RD_0521,152,906,MIDLAND ROAD,145.8,205.8,L,near #72,DRA,Blocked SWC,Clear,2,,60,1,6/05/2021 10:43,SF,2021_05,3056,MDC_C10_210506_08873,,,
MDC_RD_0521_4429,MDC_RD_0521,152,906,MIDLAND ROAD,208.2,211.2,R,(Opp)near #72,PVM,Edgebreak Patch,Edgebreak Repair,3,,3,1,6/05/2021 10:46,SF,2021_05,3057,MDC_C10_210506_09227,,,
MDC_RD_0521_4421,MDC_RD_0521,152,906,MIDLAND ROAD,414.4,473.8,L,near #72,DRA,Blocked SWC,Clear,2,,59.4,1,6/05/2021 10:43,SF,2021_05,3058,MDC_C10_210506_08907,,,
MDC_RD_0521_4422,MDC_RD_0521,152,906,MIDLAND ROAD,511.5,516.5,L,near #72,PVM,Edgebreak Patch,Edgebreak Repair,3,,5,1,6/05/2021 10:44,SF,2021_05,3059,MDC_C10_210506_08921,,,
MDC_RD_0521_4423,MDC_RD_0521,152,906,MIDLAND ROAD,557.4,584,L,near #72,DRA,Blocked SWC,Clear,2,,26.6,1,6/05/2021 10:44,SF,2021_05,3060,MDC_C10_210506_08929,,,
MDC_RD_0521_4428,MDC_RD_0521,152,906,MIDLAND ROAD,647.3,649.3,R,(Opp)near #72,PVM,Edgebreak,Edgebreak Repair,2,,2,1,6/05/2021 10:46,SF,2021_05,3061,MDC_C10_210506_09177,,,
MDC_RD_0521_4424,MDC_RD_0521,152,906,MIDLAND ROAD,983.7,986.7,L,103(Opp)84,PVM,Scabbing,Chipseal,3,,3,1,6/05/2021 10:44,SF,2021_05,3062,MDC_C10_210506_08985,,,
MDC_RD_0521_4427,MDC_RD_0521,152,906,MIDLAND ROAD,1007.5,1017.5,R,84(Opp)103,PVM,Scabbing,Chipseal,3,,10,1,6/05/2021 10:45,SF,2021_05,3063,MDC_C10_210506_09133,,,
MDC_RD_0521_4425,MDC_RD_0521,152,906,MIDLAND ROAD,1038.9,1058.9,L,103(Opp)84,SHL,High Shoulder,Grade/Roll,2,,20,1,6/05/2021 10:44,SF,2021_05,3064,MDC_C10_210506_08997,,,
MDC_RD_0521_4426,MDC_RD_0521,152,906,MIDLAND ROAD,1456.4,1457.4,L,103,PVM,Edgebreak,Edgebreak Repair,2,,1,1,6/05/2021 10:45,SF,2021_05,3065,MDC_C10_210506_09049,,,
MDC_RD_0521_1227,MDC_RD_0521,24,948,MILL ROAD,618.7,620.7,L,77,PVM,Flushing,Water Cutting,3,,2,1,1/05/2021 14:25,SF,2021_05,3066,MDC_C10_210501_28870,,,
MDC_RD_0521_1226,MDC_RD_0521,24,948,MILL ROAD,625.7,628.7,R,(Opp)77,PVM,Flushing,Water Cutting,3,,3,1,1/05/2021 14:23,SF,2021_05,3067,MDC_C10_210501_28705,,,
MDC_RD_0521_1225,MDC_RD_0521,24,948,MILL ROAD,1035.5,1055.5,R,(Opp)101-70,PVM,Flushing,Water Cutting,3,,20,1,1/05/2021 14:23,SF,2021_05,3068,MDC_C10_210501_28663,,,
MDC_RD_0521_1228,MDC_RD_0521,24,948,MILL ROAD,1067.5,1070.5,L,101-70,PVM,Flushing,Water Cutting,3,,3,1,1/05/2021 14:25,SF,2021_05,3069,MDC_C10_210501_28914,,,
MDC_RD_0521_1224,MDC_RD_0521,24,948,MILL ROAD,1529,1729,R,156-25(Opp)249,DRA,Blocked SWC,Clear,2,,200,1,1/05/2021 14:22,SF,2021_05,3070,MDC_C10_210501_28591,,,
MDC_RD_0521_1223,MDC_RD_0521,24,948,MILL ROAD,1919.7,1929.7,R,(Opp)249,PVM,Flushing,Water Cutting,3,,10,1,1/05/2021 14:22,SF,2021_05,3071,MDC_C10_210501_28569,,,
MDC_RD_0521_1229,MDC_RD_0521,24,948,MILL ROAD,1991.6,1997.6,L,249,PVM,Flushing,Water Cutting,3,,6,1,1/05/2021 14:26,SF,2021_05,3072,MDC_C10_210501_29004,,,
MDC_RD_0521_1230,MDC_RD_0521,24,948,MILL ROAD,2711.1,2715.1,L,249,PVM,Flushing,Water Cutting,3,,4,1,1/05/2021 14:26,SF,2021_05,3073,MDC_C10_210501_29080,,,
MDC_RD_0521_3226,MDC_RD_0521,1279,2981,MILLENNIUM WAY,89,90,L,4(Opp)8,DRA,Broken (K&C),Replace (K&C),1,,1,1,4/05/2021 9:23,SF,2021_05,3074,MDC_C10_210504_03054,,,
MDC_RD_0521_13063,MDC_RD_0521,553,1126,MILNE STREET,96.6,111.6,R,10(Opp)7,PVM,Edgebreak Patch,Edgebreak Repair,3,,15,1,6/05/2021 16:36,RB,2021_05,3075,MDC_C12_210506_40860,,,
MDC_RD_0521_13062,MDC_RD_0521,553,1126,MILNE STREET,163.4,167.4,R,(Opp)near #7,PVM,Shoulder Damage,Shoulder Repair,3,,4,1,6/05/2021 16:36,RB,2021_05,3076,MDC_C12_210506_40844,,,
MDC_RD_0521_13054,MDC_RD_0521,553,1127,MILNE STREET,198.1,209.1,R,(Opp)between #7 & #13,PVM,Flushing,Water Cutting,3,,11,2,6/05/2021 16:30,RB,2021_05,3077,MDC_C12_210506_40396,,,
MDC_RD_0521_2546,MDC_RD_0521,27,962,MILNER ROAD,501.4,511.4,R,48,PVM,Scabbing,Chipseal,3,,10,1,3/05/2021 11:40,SF,2021_05,3078,MDC_C10_210503_13894,,,
MDC_RD_0521_2545,MDC_RD_0521,27,2409,MILNER ROAD,2412.5,2432.5,R,,PVM,Flushing,Water Cutting,3,,20,1,3/05/2021 11:39,SF,2021_05,3079,MDC_C10_210503_13707,,,
MDC_RD_0521_2553,MDC_RD_0521,27,2409,MILNER ROAD,2678.5,2679.5,L,(Opp)272,PVM,Scabbing,Chipseal,3,,1,1,3/05/2021 11:49,SF,2021_05,3080,MDC_C10_210503_14626,,,
MDC_RD_0521_2544,MDC_RD_0521,27,2409,MILNER ROAD,2703.5,2723.5,R,,PVM,Flushing,Water Cutting,3,,20,1,3/05/2021 11:38,SF,2021_05,3081,MDC_C10_210503_13677,,,
MDC_RD_0521_2543,MDC_RD_0521,27,2409,MILNER ROAD,2764.5,2880.5,R,,DRA,Blocked SWC,Clear,2,,116,1,3/05/2021 11:38,SF,2021_05,3082,MDC_C10_210503_13661,,,
MDC_RD_0521_2554,MDC_RD_0521,27,2409,MILNER ROAD,3637.3,3640.3,L,365(Opp)344,PVM,Scabbing,Chipseal,3,,3,1,3/05/2021 11:49,SF,2021_05,3083,MDC_C10_210503_14716,,,
MDC_RD_0521_2542,MDC_RD_0521,27,2409,MILNER ROAD,3956.9,3976.9,R,,PVM,Flushing,Water Cutting,3,,20,1,3/05/2021 11:37,SF,2021_05,3084,MDC_C10_210503_13543,,,
MDC_RD_0521_2541,MDC_RD_0521,27,2409,MILNER ROAD,4335.2,4345.2,R,462(Opp)445,SHL,High Shoulder,Grade/Roll,2,,10,1,3/05/2021 11:37,SF,2021_05,3085,MDC_C10_210503_13499,,,
MDC_RD_0521_2540,MDC_RD_0521,27,2409,MILNER ROAD,4371.2,4372.2,R,462(Opp)445,PVM,Edgebreak,Edgebreak Repair,2,,1,1,3/05/2021 11:37,SF,2021_05,3086,MDC_C10_210503_13495,,,
MDC_RD_0521_2539,MDC_RD_0521,27,2409,MILNER ROAD,4467.9,4477.9,R,462(Opp)449,SHL,High Shoulder,Grade/Roll,2,,10,1,3/05/2021 11:37,SF,2021_05,3087,MDC_C10_210503_13479,,,
MDC_RD_0521_2555,MDC_RD_0521,27,2409,MILNER ROAD,4565.7,4605.7,L,461(Opp)462,PVM,Scabbing,Chipseal,2,,40,2,3/05/2021 11:50,SF,2021_05,3088,MDC_C10_210503_14810,,,
MDC_RD_0521_2538,MDC_RD_0521,27,2409,MILNER ROAD,4524.8,4573.7,R,462(Opp)461,SHL,High Shoulder,Grade/Roll,2,,48.9,1,3/05/2021 11:37,SF,2021_05,3089,MDC_C10_210503_13459,,,
MDC_RD_0521_2537,MDC_RD_0521,27,2409,MILNER ROAD,4558.7,4598.7,R,462(Opp)461,PVM,Scabbing,Chipseal,3,,40,2,3/05/2021 11:37,SF,2021_05,3090,MDC_C10_210503_13451,,,
MDC_RD_0521_2536,MDC_RD_0521,27,2409,MILNER ROAD,4615.6,4617.6,R,462(Opp)475,PVM,Edgebreak,Edgebreak Repair,2,,2,1,3/05/2021 11:37,SF,2021_05,3091,MDC_C10_210503_13447,,,
MDC_RD_0521_2556,MDC_RD_0521,27,2409,MILNER ROAD,4773.3,4779.3,L,475,PVM,Scabbing,Chipseal,3,,6,1,3/05/2021 11:50,SF,2021_05,3092,MDC_C10_210503_14838,,,
MDC_RD_0521_2535,MDC_RD_0521,27,2409,MILNER ROAD,4785.3,4805.3,R,(Opp)491,PVM,Scabbing,Chipseal,3,,20,2,3/05/2021 11:36,SF,2021_05,3093,MDC_C10_210503_13423,,,
MDC_RD_0521_2557,MDC_RD_0521,27,2409,MILNER ROAD,4820.2,4840.2,L,491,SHL,High Shoulder,Grade/Roll,2,,20,1,3/05/2021 11:51,SF,2021_05,3094,MDC_C10_210503_14844,,,
MDC_RD_0521_2558,MDC_RD_0521,27,2409,MILNER ROAD,4951,4956,L,491(Opp)500,PVM,Deformation/Shoving (C/S Rd),Stabilise,2,,5,1,3/05/2021 11:51,SF,2021_05,3095,MDC_C10_210503_14864,,,
MDC_RD_0521_2559,MDC_RD_0521,27,2409,MILNER ROAD,5093.5,5113.5,L,491,SHL,High Shoulder,Grade/Roll,2,,20,1,3/05/2021 11:51,SF,2021_05,3096,MDC_C10_210503_14884,,,
MDC_RD_0521_2534,MDC_RD_0521,27,2409,MILNER ROAD,5096.4,5116.4,R,514(Opp)517,SHL,High Shoulder,Grade/Roll,2,,20,1,3/05/2021 11:36,SF,2021_05,3097,MDC_C10_210503_13381,,,
MDC_RD_0521_2560,MDC_RD_0521,27,2409,MILNER ROAD,5160.2,5165.2,R,517,PVM,Edgebreak,Edgebreak Repair,2,,5,1,3/05/2021 11:51,SF,2021_05,3098,MDC_C10_210503_14894,,,
MDC_RD_0521_2533,MDC_RD_0521,27,2409,MILNER ROAD,5149.1,5169.1,R,(Opp)517,SHL,High Shoulder,Grade/Roll,2,,20,1,3/05/2021 11:36,SF,2021_05,3099,MDC_C10_210503_13373,,,
MDC_RD_0521_2561,MDC_RD_0521,27,2409,MILNER ROAD,5342,5344,L,535,PVM,Alligator Cracking (C/S Rd),Crackseal,3,,2,1,3/05/2021 11:51,SF,2021_05,3100,MDC_C10_210503_14922,,,
MDC_RD_0521_12302,MDC_RD_0521,53,1921,MINGAROA ROAD,29.5,44.5,R,,PVM,Flushing,Water Cutting,3,,15,1,5/05/2021 16:12,RB,2021_05,3101,MDC_C12_210505_02512,,,
MDC_RD_0521_12303,MDC_RD_0521,53,1921,MINGAROA ROAD,326.5,341.5,L,,PVM,Flushing,Water Cutting,3,,15,2,5/05/2021 16:12,RB,2021_05,3102,MDC_C12_210505_02550,,,
MDC_RD_0521_12339,MDC_RD_0521,53,1921,MINGAROA ROAD,570.4,585.4,R,535(Opp)534-11,PVM,Scabbing,Chipseal,3,,15,2,5/05/2021 16:23,RB,2021_05,3103,MDC_C12_210505_03935,,,
MDC_RD_0521_12338,MDC_RD_0521,53,1921,MINGAROA ROAD,782.3,786.3,R,535(Opp)534-11,PVM,Scabbing,Chipseal,3,,4,1,5/05/2021 16:23,RB,2021_05,3104,MDC_C12_210505_03907,,,
MDC_RD_0521_12337,MDC_RD_0521,53,1921,MINGAROA ROAD,858.8,859.8,R,535(Opp)534-11,PVM,Edgebreak,Edgebreak Repair,2,,1,1,5/05/2021 16:23,RB,2021_05,3105,MDC_C12_210505_03897,,,
MDC_RD_0521_12304,MDC_RD_0521,53,1921,MINGAROA ROAD,915.6,915.6,L,534-11,PVM,Flushing,Water Cutting,3,,90,2,5/05/2021 16:13,RB,2021_05,3106,MDC_C12_210505_02632,,,
MDC_RD_0521_12336,MDC_RD_0521,53,1921,MINGAROA ROAD,965.4,966.4,R,,PVM,Edgebreak,Edgebreak Repair,2,,1,1,5/05/2021 16:23,RB,2021_05,3107,MDC_C12_210505_03881,,,
MDC_RD_0521_12335,MDC_RD_0521,53,1921,MINGAROA ROAD,981.7,1051.7,R,,PVM,Flushing,Water Cutting,3,,70,2,5/05/2021 16:23,RB,2021_05,3108,MDC_C12_210505_03869,,,
MDC_RD_0521_12305,MDC_RD_0521,53,1921,MINGAROA ROAD,1052.7,1141.9,L,,PVM,Flushing,Water Cutting,3,,89.2,1,5/05/2021 16:13,RB,2021_05,3109,MDC_C12_210505_02656,,,
MDC_RD_0521_12306,MDC_RD_0521,53,1921,MINGAROA ROAD,1198.2,1243.5,L,,PVM,Flushing,Water Cutting,3,,45.3,4,5/05/2021 16:13,RB,2021_05,3110,MDC_C12_210505_02682,,,
MDC_RD_0521_12334,MDC_RD_0521,53,1921,MINGAROA ROAD,1241.4,1245.4,R,,PVM,Scabbing,Chipseal,2,,4,1,5/05/2021 16:23,RB,2021_05,3111,MDC_C12_210505_03837,,,
MDC_RD_0521_12333,MDC_RD_0521,53,1921,MINGAROA ROAD,1693.7,1704.7,R,,PVM,Flushing,Water Cutting,3,,11,1,5/05/2021 16:22,RB,2021_05,3112,MDC_C12_210505_03781,,,
MDC_RD_0521_12332,MDC_RD_0521,53,1921,MINGAROA ROAD,2400.5,2420.5,R,313,PVM,Shoulder Damage,Shoulder Repair,3,,20,1,5/05/2021 16:22,RB,2021_05,3113,MDC_C12_210505_03705,,,
MDC_RD_0521_12331,MDC_RD_0521,53,1921,MINGAROA ROAD,2491.2,2493.2,R,313,PVM,Edgebreak Patch,Edgebreak Repair,3,,2,1,5/05/2021 16:21,RB,2021_05,3114,MDC_C12_210505_03697,,,
MDC_RD_0521_12340,MDC_RD_0521,53,1921,MINGAROA ROAD,2932.2,2934.2,R,,PVM,Edgebreak Patch,Edgebreak Repair,3,,2,1,5/05/2021 16:27,RB,2021_05,3115,MDC_C12_210505_04398,,,
MDC_RD_0521_12307,MDC_RD_0521,53,1921,MINGAROA ROAD,3269.3,3273.3,L,210-53,PVM,Shoulder Damage,Shoulder Repair,3,,4,1,5/05/2021 16:15,RB,2021_05,3116,MDC_C12_210505_02928,,,
MDC_RD_0521_12308,MDC_RD_0521,53,1921,MINGAROA ROAD,3302.1,3486.2,L,210-53,SHL,High Shoulder,Grade/Roll,2,,184.1,1,5/05/2021 16:15,RB,2021_05,3117,MDC_C12_210505_02932,,,
MDC_RD_0521_12330,MDC_RD_0521,53,1921,MINGAROA ROAD,2900.2,3336,R,(Opp)210-53,DRA,Blocked SWC,Clear,2,,435.8,1,5/05/2021 16:21,RB,2021_05,3118,MDC_C12_210505_03601,,,
MDC_RD_0521_12329,MDC_RD_0521,53,1921,MINGAROA ROAD,3454.8,3459.8,R,(Opp)210-53,PVM,Shoulder Damage,Shoulder Repair,3,,5,1,5/05/2021 16:21,RB,2021_05,3119,MDC_C12_210505_03587,,,
MDC_RD_0521_12328,MDC_RD_0521,53,1921,MINGAROA ROAD,3508.7,3511.7,R,(Opp)210-53,PVM,Shoulder Damage,Shoulder Repair,3,,3,1,5/05/2021 16:21,RB,2021_05,3120,MDC_C12_210505_03581,,,
MDC_RD_0521_12309,MDC_RD_0521,53,1921,MINGAROA ROAD,3552,3764.1,L,,SHL,High Shoulder,Grade/Roll,2,,212.1,1,5/05/2021 16:15,RB,2021_05,3121,MDC_C12_210505_02962,,,
MDC_RD_0521_12310,MDC_RD_0521,53,1921,MINGAROA ROAD,3699.2,3701.2,L,(Opp)153,PVM,Edgebreak Patch,Edgebreak Repair,3,,2,1,5/05/2021 16:16,RB,2021_05,3122,MDC_C12_210505_02980,,,
MDC_RD_0521_12327,MDC_RD_0521,53,1921,MINGAROA ROAD,3758.1,3760.1,R,153,PVM,Edgebreak Patch,Edgebreak Repair,3,,2,1,5/05/2021 16:20,RB,2021_05,3123,MDC_C12_210505_03553,,,
MDC_RD_0521_12311,MDC_RD_0521,53,1921,MINGAROA ROAD,3829,3832,L,(Opp)153,PVM,Shoulder Damage,Shoulder Repair,3,,3,1,5/05/2021 16:16,RB,2021_05,3124,MDC_C12_210505_02996,,,
MDC_RD_0521_12341,MDC_RD_0521,53,1921,MINGAROA ROAD,3894.9,3897.9,R,(Opp)153,PVM,Edgebreak Patch,Edgebreak Repair,3,,3,1,5/05/2021 16:28,RB,2021_05,3125,MDC_C12_210505_04516,,,
MDC_RD_0521_12326,MDC_RD_0521,53,1921,MINGAROA ROAD,3927.2,3932.2,R,153,PVM,Shoulder Damage,Shoulder Repair,3,,5,1,5/05/2021 16:20,RB,2021_05,3126,MDC_C12_210505_03533,,,
MDC_RD_0521_12312,MDC_RD_0521,53,1921,MINGAROA ROAD,3990.4,3992.4,L,(Opp)153,PVM,Edgebreak Patch,Edgebreak Repair,3,,2,1,5/05/2021 16:16,RB,2021_05,3127,MDC_C12_210505_03016,,,
MDC_RD_0521_12342,MDC_RD_0521,53,1921,MINGAROA ROAD,4009.4,4010.4,L,(Opp)153,PVM,Alligator Cracking (C/S Rd),Crackseal,2,,1,5,5/05/2021 16:28,RB,2021_05,3128,MDC_C12_210505_04532,,,
MDC_RD_0521_12325,MDC_RD_0521,53,1921,MINGAROA ROAD,4014.4,4015.4,R,153,PVM,Alligator Cracking (C/S Rd),Crackseal,2,,1,3,5/05/2021 16:20,RB,2021_05,3129,MDC_C12_210505_03523,,,
MDC_RD_0521_12343,MDC_RD_0521,53,1921,MINGAROA ROAD,4190.1,4192.1,R,(Opp)153,PVM,Edgebreak Patch,Edgebreak Repair,3,,2,1,5/05/2021 16:29,RB,2021_05,3130,MDC_C12_210505_04558,,,
MDC_RD_0521_12324,MDC_RD_0521,53,1921,MINGAROA ROAD,4227.1,4230.1,R,153,PVM,Edgebreak,Edgebreak Repair,2,,3,1,5/05/2021 16:20,RB,2021_05,3131,MDC_C12_210505_03497,,,
MDC_RD_0521_12344,MDC_RD_0521,53,1921,MINGAROA ROAD,4310,4314,R,(Opp)153,PVM,Edgebreak Patch,Edgebreak Repair,3,,4,1,5/05/2021 16:29,RB,2021_05,3132,MDC_C12_210505_04574,,,
MDC_RD_0521_12313,MDC_RD_0521,53,1921,MINGAROA ROAD,4350,4478.6,L,(Opp)153,SHL,High Shoulder,Grade/Roll,2,,128.6,1,5/05/2021 16:16,RB,2021_05,3133,MDC_C12_210505_03060,,,
MDC_RD_0521_12345,MDC_RD_0521,53,1921,MINGAROA ROAD,4429.9,4431.9,R,(Opp)153,PVM,Deformation/Shoving (C/S Rd),Stabilise,2,,2,1,5/05/2021 16:29,RB,2021_05,3134,MDC_C12_210505_04603,,,
MDC_RD_0521_12323,MDC_RD_0521,53,1921,MINGAROA ROAD,4457.7,4458.7,R,153,PVM,Edgebreak Patch,Edgebreak Repair,3,,1,1,5/05/2021 16:20,RB,2021_05,3135,MDC_C12_210505_03469,,,
MDC_RD_0521_12314,MDC_RD_0521,53,1921,MINGAROA ROAD,4699.9,4700.9,L,86(Opp)153,PVM,Alligator Cracking (C/S Rd),Crackseal,2,,1,5,5/05/2021 16:17,RB,2021_05,3136,MDC_C12_210505_03104,,,
MDC_RD_0521_12315,MDC_RD_0521,53,1921,MINGAROA ROAD,5052.2,5055.2,L,86(Opp)89,PVM,Shoulder Damage,Shoulder Repair,3,,3,1,5/05/2021 16:17,RB,2021_05,3137,MDC_C12_210505_03146,,,
MDC_RD_0521_12316,MDC_RD_0521,53,1921,MINGAROA ROAD,5121.2,5289.1,L,(Opp)89,DRA,Blocked SWC,Clear,2,,167.9,1,5/05/2021 16:17,RB,2021_05,3138,MDC_C12_210505_03154,,,
MDC_RD_0521_12322,MDC_RD_0521,53,1921,MINGAROA ROAD,4843.7,5230.2,R,,DRA,Blocked SWC,Clear,2,,386.5,1,5/05/2021 16:19,RB,2021_05,3139,MDC_C12_210505_03373,,,
MDC_RD_0521_12321,MDC_RD_0521,53,1921,MINGAROA ROAD,5395.1,5400.1,R,(Opp)12,PVM,Flushing,Water Cutting,3,,5,1,5/05/2021 16:19,RB,2021_05,3140,MDC_C12_210505_03351,,,
MDC_RD_0521_12317,MDC_RD_0521,53,1921,MINGAROA ROAD,5456.1,5462.1,L,12(Opp)29,PVM,Flushing,Water Cutting,3,,6,2,5/05/2021 16:17,RB,2021_05,3141,MDC_C12_210505_03194,,,
MDC_RD_0521_12320,MDC_RD_0521,53,1921,MINGAROA ROAD,5471.1,5768,R,(Opp)12,SHL,High Shoulder,Grade/Roll,2,,296.9,1,5/05/2021 16:18,RB,2021_05,3142,MDC_C12_210505_03299,,,
MDC_RD_0521_12319,MDC_RD_0521,53,1921,MINGAROA ROAD,5842.7,5843.7,R,(Opp)12,PVM,Flushing,Water Cutting,3,,1,4,5/05/2021 16:18,RB,2021_05,3143,MDC_C12_210505_03288,,,
MDC_RD_0521_12318,MDC_RD_0521,53,1921,MINGAROA ROAD,5868,5893,R,,PVM,Shoulder Damage,Shoulder Repair,3,,25,1,5/05/2021 16:18,RB,2021_05,3144,MDC_C12_210505_03276,,,
MDC_RD_0521_1414,MDC_RD_0521,53,1921,MINGAROA ROAD,5910.9,5911.9,L,,PVM,Scabbing,Chipseal,3,,1,1,2/05/2021 8:22,SF,2021_05,3145,MDC_C10_210502_06002,,,
MDC_RD_0521_1961,MDC_RD_0521,536,2358,MOANA STREET,140,142,R,,PVM,Edgebreak,Edgebreak Repair,2,,2,1,2/05/2021 14:11,SF,2021_05,3146,MDC_C10_210502_39859,,,
MDC_RD_0521_1962,MDC_RD_0521,536,2358,MOANA STREET,229.1,230.1,L,,PVM,Edgebreak,Edgebreak Repair,2,,1,1,2/05/2021 14:11,SF,2021_05,3147,MDC_C10_210502_39879,,,
MDC_RD_0521_2922,MDC_RD_0521,446,1155,MONCKTON STREET,14.9,182.3,L,2,DRA,Broken (K&C),Replace (K&C),3,,167.4,1,3/05/2021 15:42,SF,2021_05,3148,MDC_C10_210503_27613,,,
MDC_RD_0521_2918,MDC_RD_0521,446,1155,MONCKTON STREET,23.9,173.3,R,(Opp)14,DRA,Broken (K&C),Replace (K&C),3,,149.4,1,3/05/2021 15:35,SF,2021_05,3149,MDC_C10_210503_27369,,,
MDC_RD_0521_2972,MDC_RD_0521,446,1156,MONCKTON STREET,208,386.6,L,(Opp)15,DRA,Broken (K&C),Replace (K&C),3,,178.6,1,3/05/2021 15:58,SF,2021_05,3150,MDC_C10_210503_29338,,,
MDC_RD_0521_2973,MDC_RD_0521,446,1156,MONCKTON STREET,241.5,401.6,L,18(Opp)15,PVM,Joint Cracking,Jointseal,3,,160.1,1,3/05/2021 15:58,SF,2021_05,3151,MDC_C10_210503_29348,,,
MDC_RD_0521_2980,MDC_RD_0521,446,1857,MONCKTON STREET,239.3,259.3,R,17(Opp)18,PVM,Joint Cracking,Jointseal,3,,20,1,3/05/2021 15:59,SF,2021_05,3152,MDC_C10_210503_29454,,,
MDC_RD_0521_2974,MDC_RD_0521,446,1857,MONCKTON STREET,270.2,273.2,L,22(Opp)17,PVM,Scabbing,Chipseal,3,,3,1,3/05/2021 15:58,SF,2021_05,3153,MDC_C10_210503_29356,,,
MDC_RD_0521_2979,MDC_RD_0521,446,1857,MONCKTON STREET,290.1,292.1,R,21(Opp)26,PVM,Scabbing,Chipseal,3,,2,1,3/05/2021 15:58,SF,2021_05,3154,MDC_C10_210503_29444,,,
MDC_RD_0521_2978,MDC_RD_0521,446,1857,MONCKTON STREET,331.9,334.9,R,25-2/40(Opp)44,PVM,Alligator Cracking (C/S Rd),Crackseal,3,,3,1,3/05/2021 15:58,SF,2021_05,3155,MDC_C10_210503_29428,,,
