Footpath ID,Road Name,Road ID,Area,Displacement,Position,ERP,Side,Asset,Zone,Type,Fault,Cause,Size,Length,Width,Grade,Comments,Inspection Date,Easting,Northing,Latitude,Longitude,FaultTime,Photo,Inspector,Seq,FaultNo
30,ADDINGTON PL,865,NCC,Middle,11 (Opposite #6),76,L,Pram Crossing,Urban,Concrete,Crack,Vehicles,1x1,1,1.2,3,,19-Nov-19,1931115,5615796,-39.543663,176.852975,9/01/2020 13:55,19029,,1,16511
1154,ADDISON ST,1,NCC,Middle,(Opposite #26),21,L,Footpath,Urban,Concrete,Trip Hazard,Age,1x1,1,1.4,3,,19-Nov-19,1934261,5619013,-39.51352,176.887886,16/12/2019 10:58,13732,,2,12470
1154,ADDISON ST,1,NCC,Middle,(Opposite #26),21,L,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,1.4,4,,19-Nov-19,1934261,5619013,-39.51352,176.887886,16/12/2019 10:58,13728,,3,12469
1154,ADDISON ST,1,NCC,Middle,(Opposite #26),24,L,Footpath,Urban,Concrete,Scabbing,Vehicles,3x1,3,1.4,3,,19-Nov-19,1934260,5619016,-39.513494,176.887875,16/12/2019 10:58,13744,,4,12471
1154,ADDISON ST,1,NCC,Middle,8 (Opposite #22A),71,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934247,5619062,-39.513088,176.887692,16/12/2019 10:59,13770,,5,12472
1154,ADDISON ST,1,NCC,Middle,10 (Opposite #18),95,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934239,5619084,-39.512889,176.887588,16/12/2019 10:59,13789,,6,12473
1154,ADDISON ST,1,NCC,Middle,10 (Opposite #18),98,L,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,1.4,3,,19-Nov-19,1934237,5619087,-39.512867,176.887566,16/12/2019 10:59,13794,,7,12474
1154,ADDISON ST,1,NCC,Middle,14-7B (Opposite #20),118,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934238,5619103,-39.512723,176.88757,16/12/2019 10:59,13809,,8,12475
3317,ADDISON ST,1,NCC,Accessway (Joins another road),12 (Opposite #14-7B),131,L,Footpath,Urban,Concrete,Scabbing,Age,1x2,1,2,3,,19-Nov-19,1934220,5619112,-39.512646,176.887358,15/01/2020 12:54,2212,,9,17671
2581,ADDISON ST,1,NCC,Middle,26,29,R,Footpath,Urban,Concrete,Trip Hazard,Age,1x1,1,1.4,3,,19-Nov-19,1934269,5619023,-39.513428,176.887967,16/12/2019 11:01,13899,,10,12480
2581,ADDISON ST,1,NCC,Middle,26,33,R,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,1.4,4,,19-Nov-19,1934267,5619027,-39.513394,176.887953,16/12/2019 11:01,13896,,11,12479
2581,ADDISON ST,1,NCC,Middle,26 (Opposite #4),38,R,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934266,5619032,-39.513351,176.887934,16/12/2019 11:00,13886,,12,12478
2181,AHURIRI LANE,876,NCC,Kerb,,98,L,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,0.9,3,,19-Nov-19,1936007,5622755,-39.479205,176.906258,27/11/2019 11:24,12988,,13,1911
2181,AHURIRI LANE,876,NCC,Kerb,,107,L,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,0.9,3,,19-Nov-19,1936008,5622746,-39.479284,176.906279,27/11/2019 11:24,12995,,14,1912
101,AINTREE PL,841,NCC,Middle,21 (Opposite #8-546),123,L,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,1.2,3,,19-Nov-19,1931098,5615936,-39.542411,176.85271,9/01/2020 13:59,19254,,15,16514
1000100,AINTREE PL EXTENSION,844,NCC,,,7,C,Footpath,Urban,Other,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1931082,5615875,-39.542965,176.852551,9/01/2020 13:58,19221,,16,16513
100,AINTREE PL EXTENSION,844,NCC,Kerb,7 (Opposite #19),7,L,Footpath,Urban,Concrete,Trip Hazard,Service Cover,1x1,1,1,3,,19-Nov-19,1931107,5615894,-39.542781,176.852824,9/01/2020 13:58,19196,,17,16512
3450,AKAROA RD,938,NCC,Middle,2,12,R,Pram Crossing,Urban,Concrete,Scabbing,Age,1x2,1,1.5,4,,19-Nov-19,1932677,5620236,-39.503138,176.868885,27/11/2019 18:14,27863,,18,2434
3450,AKAROA RD,938,NCC,Middle,2,12,R,Pram Crossing,Urban,Concrete,Trip Hazard,Age,1x2,1,1.5,3,,19-Nov-19,1932677,5620236,-39.503138,176.868885,27/11/2019 18:14,27871,,19,2435
3450,AKAROA RD,938,NCC,Middle,14,132,R,Pram Crossing,Urban,Concrete,Crack,Vehicles,1x2,1,1.5,3,,19-Nov-19,1932558,5620257,-39.503002,176.867499,27/11/2019 18:13,27811,,20,2433
3450,AKAROA RD,938,NCC,Middle,22 (Opposite #17),206,R,Footpath,Urban,Concrete,Trip Lip,Trees,1x2,1,1.5,3,,19-Nov-19,1932486,5620242,-39.503165,176.866669,27/11/2019 18:12,27744,,21,2432
3450,AKAROA RD,938,NCC,Middle,22 (Opposite #17),207,R,Pram Crossing,Urban,Concrete,Crack,Vehicles,1x2,1,1.5,4,,19-Nov-19,1932485,5620241,-39.503167,176.86666,27/11/2019 18:12,27733,,22,2431
3449,AKAROA RD,938,NCC,Middle,(Opposite #2),8,L,Pram Crossing,Urban,Concrete,Scabbing,Age,1x2,1,1.5,3,,19-Nov-19,1932674,5620222,-39.503265,176.86886,27/11/2019 18:27,28671,,23,2464
3449,AKAROA RD,938,NCC,Middle,(Opposite #2),15,L,Footpath,Urban,Concrete,Scabbing,Age,1x2,1,1.5,3,,19-Nov-19,1932667,5620225,-39.503246,176.868783,27/11/2019 18:27,28678,,24,2465
3449,AKAROA RD,938,NCC,Middle,(Opposite #2),17,L,Footpath,Urban,Concrete,Trip Hazard,Age,1x2,1,1.5,3,,19-Nov-19,1932665,5620225,-39.503242,176.86876,27/11/2019 18:28,28695,,25,2466
3449,AKAROA RD,938,NCC,Middle,9 (Opposite #12),104,L,Footpath,Urban,Concrete,Crack,Vehicles,1x2,1,1.5,4,,19-Nov-19,1932580,5620243,-39.503112,176.867762,27/11/2019 18:28,28736,,26,2467
3451,AKAROA RD,938,NCC,Middle,(Opposite #12),128,L,Footpath,Urban,Concrete,Scabbing,Age,2x2,2,1.5,3,,19-Nov-19,1932561,5620242,-39.503136,176.867535,27/11/2019 18:30,28808,,27,2469
3451,AKAROA RD,938,NCC,Middle,(Opposite #12),129,L,Footpath,Urban,Concrete,Scabbing,Age,1x2,1,1.5,3,,19-Nov-19,1932560,5620242,-39.503131,176.867525,27/11/2019 18:30,28821,,28,2470
3451,AKAROA RD,938,NCC,Middle,(Opposite #12),129,L,Footpath,Urban,Concrete,Trip Hazard,Service Cover,1x2,1,1.5,3,,19-Nov-19,1932560,5620242,-39.503131,176.867525,27/11/2019 18:30,28825,,29,2471
3451,AKAROA RD,938,NCC,Middle,(Opposite #12),130,L,Pram Crossing,Urban,Concrete,Scabbing,Age,1x2,1,1.5,4,,19-Nov-19,1932559,5620243,-39.503128,176.867518,27/11/2019 18:30,28831,,30,2472
3451,AKAROA RD,938,NCC,Middle,(Opposite #14),131,L,Footpath,Urban,Concrete,Scabbing,Age,1x2,1,1.5,3,,19-Nov-19,1932558,5620243,-39.503128,176.867506,27/11/2019 18:30,28836,,31,2473
3451,AKAROA RD,938,NCC,Middle,15 (Opposite #18),172,L,Footpath,Urban,Concrete,Broken,Vehicles,1x2,1,1.5,3,,19-Nov-19,1932517,5620236,-39.503199,176.867035,27/11/2019 18:30,28856,,32,2474
3451,AKAROA RD,938,NCC,Middle,17 (Opposite #20),188,L,Footpath,Urban,Concrete,Scabbing,Age,1x2,1,1.5,3,,19-Nov-19,1932502,5620232,-39.503245,176.866862,27/11/2019 18:30,28861,,33,2475
3500,AKAROA RD,938,NCC,Middle,21 (Opposite #22),226,L,Footpath,Urban,Concrete,Trip Hazard,Service Cover,1x2,1,1.5,3,,19-Nov-19,1932473,5620219,-39.503371,176.866531,27/11/2019 18:32,28958,,34,2477
3500,AKAROA RD,938,NCC,Middle,21 (Opposite #24-52),229,L,Footpath,Urban,Concrete,Trip Hazard,Service Cover,1x2,1,1.5,3,,19-Nov-19,1932470,5620219,-39.503375,176.866496,27/11/2019 18:32,28965,,35,2478
3500,AKAROA RD,938,NCC,Middle,21 (Opposite #24-52),230,L,Footpath,Urban,Concrete,Trip Lip,Service Cover,1x2,1,1.5,3,,19-Nov-19,1932469,5620219,-39.503376,176.866483,27/11/2019 18:32,28969,,36,2479
1272,ALAMEIN CRS,2,NCC,Middle,,12,L,Footpath,Urban,Concrete,Trip Hazard,Service Cover,1x1,1,1.4,4,,19-Nov-19,1934069,5619397,-39.510142,176.885468,7/12/2019 12:34,13599,,37,6415
1272,ALAMEIN CRS,2,NCC,Middle,(Opposite #1),93,L,Footpath,Urban,Concrete,Trip Lip,Trees,1x1,1,1.4,3,,19-Nov-19,1934032,5619467,-39.509525,176.884995,7/12/2019 12:33,13555,,38,6414
1272,ALAMEIN CRS,2,NCC,Middle,27 (Opposite #23),351,L,Footpath,Urban,Concrete,Trip Lip,Trees,1x1,1,1.4,3,,19-Nov-19,1934006,5619700,-39.507448,176.884579,7/12/2019 12:30,13400,,39,6413
1272,ALAMEIN CRS,2,NCC,Middle,29 (Opposite #23),384,L,Footpath,Urban,Concrete,Trip Lip,Workmanship,1x1,1,1.4,3,,19-Nov-19,1934031,5619721,-39.50725,176.884865,7/12/2019 12:30,13376,,40,6412
1272,ALAMEIN CRS,2,NCC,Middle,31 (Opposite #23),401,L,Footpath,Urban,Concrete,Trip Lip,Trees,1x1,1,1.4,3,,19-Nov-19,1934045,5619731,-39.507149,176.885013,7/12/2019 12:30,13363,,41,6411
2683,ALAMEIN CRS,2,NCC,Middle,50,5,R,Footpath,Urban,Concrete,Trip Lip,Trees,1x1,1,1.4,3,,19-Nov-19,1934089,5619782,-39.506672,176.885505,7/12/2019 12:28,13271,,42,6408
2683,ALAMEIN CRS,2,NCC,Middle,46 (Opposite #35),48,R,Footpath,Urban,Concrete,Trip Lip,Trees,1x1,1,1.4,3,,19-Nov-19,1934056,5619755,-39.506933,176.885134,7/12/2019 12:28,13246,,43,6407
2683,ALAMEIN CRS,2,NCC,Middle,36 (Opposite #25),146,R,Footpath,Urban,Concrete,Obstruction,Plant Growth,1x1,1,1.4,3,,19-Nov-19,1933980,5619693,-39.507522,176.88428,7/12/2019 12:27,13176,,44,6406
3298,ALAMEIN CRS,2,NCC,Accessway (Joins another road),15 (Opposite #17),206,R,Footpath,Urban,Concrete,Trip Lip,Trees,1x2,1,2,3,,19-Nov-19,1934004,5619569,-39.50862,176.884626,7/12/2019 12:15,12499,,45,6400
2683,ALAMEIN CRS,2,NCC,Middle,26 (Opposite #23),241,R,Footpath,Urban,Concrete,Trip Hazard,Age,1x1,1,1.4,3,,19-Nov-19,1933969,5619632,-39.508067,176.88419,7/12/2019 12:26,13120,,46,6405
3298,ALAMEIN CRS,2,NCC,Accessway (Joins another road),(Opposite #19),251,R,Footpath,Urban,Concrete,Scabbing,Age,1x2,1,2,3,,19-Nov-19,1934047,5619583,-39.50848,176.885117,7/12/2019 12:15,12460,,47,6399
3298,ALAMEIN CRS,2,NCC,Accessway (Joins another road),(Opposite #19),251,R,Footpath,Urban,Concrete,Trip Hazard,Age,1x2,1,2,3,,19-Nov-19,1934047,5619583,-39.50848,176.885117,7/12/2019 12:15,12457,,48,6398
2683,ALAMEIN CRS,2,NCC,Middle,,509,R,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934065,5619385,-39.510256,176.885422,7/12/2019 12:09,12136,,49,6396
1283,ALAN STYLES PL,809,NCC,Middle,18 (Opposite #10),141,L,Footpath,Urban,Concrete,Uneven,Age,1x1,1,1.3,3,,19-Nov-19,1932757,5617817,-39.52486,176.871032,8/01/2020 14:02,14661,,50,15813
99,ALDERNEY CL,855,NCC,Kerb,3 (Opposite #19),11,L,Footpath,Urban,Concrete,Trip Hazard,Service Cover,1x1,1,1.4,3,,19-Nov-19,1930673,5617671,-39.526971,176.846909,7/01/2020 10:36,6023,,51,15193
99,ALDERNEY CL,855,NCC,Kerb,7 (Opposite #17),61,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,4,,19-Nov-19,1930632,5617649,-39.527187,176.846441,7/01/2020 10:36,6057,,52,15194
97,ALDERNEY WAY,854,NCC,Kerb,3 (Opposite #4),60,L,Footpath,Urban,Concrete,Obstruction,Plant Growth,3x2,3,1.5,4,,19-Nov-19,1930689,5617665,-39.527018,176.847099,7/01/2020 10:35,6002,,53,15192
94,ALDERNEY WAY,854,NCC,Kerb,16 (Opposite #10),145,L,Footpath,Urban,Concrete,Trip Hazard,Service Cover,1x2,1,1.5,3,,19-Nov-19,1930648,5617728,-39.526467,176.84659,7/01/2020 10:37,6118,,54,15195
96,ALDERNEY WAY,854,NCC,Middle,2,5,R,Footpath,Urban,Concrete,Trip Lip,Trees,1x2,1,1.5,3,,19-Nov-19,1930714,5617656,-39.527096,176.847391,7/01/2020 10:39,6191,,55,15196
1099,ALEXANDER AVE,4,NCC,Middle,,8,L,Pram Crossing,Urban,Concrete,Trip Hazard,Age,1x1,1,1.4,3,,19-Nov-19,1934976,5618801,-39.515145,176.896293,15/12/2019 14:45,18650,,56,11855
1099,ALEXANDER AVE,4,NCC,Middle,69 (Opposite #72),54,L,Footpath,Urban,Concrete,Obstruction,Vehicles,7x1,7,1.4,3,,19-Nov-19,1934941,5618772,-39.515422,176.895894,15/12/2019 14:46,18701,,57,11857
1099,ALEXANDER AVE,4,NCC,Middle,67,74,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,4,,19-Nov-19,1934925,5618759,-39.515542,176.895721,15/12/2019 14:46,18729,,58,11859
1098,ALEXANDER AVE,4,NCC,Middle,61 (Opposite #66),129,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934883,5618725,-39.515872,176.89525,15/12/2019 14:47,18751,,59,11860
1098,ALEXANDER AVE,4,NCC,Middle,59-2/36 (Opposite #64),150,L,Footpath,Urban,Concrete,Crack,Age,1x1,1,1.4,3,,19-Nov-19,1934867,5618711,-39.515999,176.895069,15/12/2019 14:47,18761,,60,11861
1098,ALEXANDER AVE,4,NCC,Middle,59-2/36 (Opposite #62),156,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934862,5618707,-39.516037,176.895014,15/12/2019 14:47,18766,,61,11862
1098,ALEXANDER AVE,4,NCC,Middle,55 (Opposite #58),192,L,Footpath,Urban,Concrete,Trip Hazard,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934833,5618684,-39.516252,176.894694,15/12/2019 14:48,18794,,62,11865
1098,ALEXANDER AVE,4,NCC,Middle,55 (Opposite #58),192,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934833,5618684,-39.516252,176.894694,15/12/2019 14:48,18791,,63,11864
1098,ALEXANDER AVE,4,NCC,Middle,53 (Opposite #58),197,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934830,5618682,-39.516277,176.894656,15/12/2019 14:48,18800,,64,11866
1097,ALEXANDER AVE,4,NCC,Middle,35 (Opposite #28),360,L,Footpath,Urban,Concrete,Crack,Trees,2x1,2,1.4,3,,19-Nov-19,1934681,5618621,-39.516883,176.892961,15/12/2019 14:10,16561,,65,11709
1097,ALEXANDER AVE,4,NCC,Middle,33 (Opposite #28),376,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934666,5618615,-39.516939,176.89279,15/12/2019 14:11,16573,,66,11710
1097,ALEXANDER AVE,4,NCC,Middle,33 (Opposite #28),382,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934661,5618613,-39.51696,176.892725,15/12/2019 14:11,16577,,67,11711
1097,ALEXANDER AVE,4,NCC,Middle,33 (Opposite #28),388,L,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,1.4,3,,19-Nov-19,1934655,5618611,-39.516981,176.892661,15/12/2019 14:11,16580,,68,11712
1097,ALEXANDER AVE,4,NCC,Middle,31 (Opposite #28),410,L,Footpath,Urban,Concrete,Trip Lip,Trees,1x1,1,1.4,3,,19-Nov-19,1934636,5618601,-39.517076,176.892439,15/12/2019 14:11,16605,,69,11713
1096,ALEXANDER AVE,4,NCC,Middle,27 (Opposite #24),437,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934613,5618587,-39.517218,176.892179,15/12/2019 14:12,16648,,70,11714
1096,ALEXANDER AVE,4,NCC,Middle,19 (Opposite #22),503,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,4,,19-Nov-19,1934562,5618544,-39.517618,176.891615,15/12/2019 14:12,16679,,71,11715
1095,ALEXANDER AVE,4,NCC,Middle,19 (Opposite #22),508,L,Footpath,Urban,Concrete,Trip Hazard,Service Cover,1x1,1,1.4,5,,19-Nov-19,1934558,5618540,-39.517654,176.891568,15/12/2019 14:12,16684,,72,11716
1094,ALEXANDER AVE,4,NCC,Middle,11 (Opposite #12),640,L,Footpath,Urban,Concrete,Scabbing,Vehicles,2x1,2,1.4,3,,19-Nov-19,1934460,5618467,-39.518353,176.890465,15/12/2019 13:48,15231,,73,11632
1094,ALEXANDER AVE,4,NCC,Middle,9 (Opposite #12),646,L,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,1.4,3,,19-Nov-19,1934454,5618466,-39.518361,176.890394,15/12/2019 13:48,15238,,74,11633
1094,ALEXANDER AVE,4,NCC,Middle,7 (Opposite #12),667,L,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934433,5618468,-39.518357,176.890151,15/12/2019 13:49,15251,,75,11634
1094,ALEXANDER AVE,4,NCC,Middle,1 (Opposite #4),726,L,Footpath,Urban,Concrete,Scabbing,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934376,5618481,-39.518258,176.889481,15/12/2019 13:49,15278,,76,11635
2527,ALEXANDER AVE,4,NCC,Middle,,10,R,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,1.4,3,,19-Nov-19,1934968,5618812,-39.515054,176.896196,16/12/2019 7:53,3927,,77,12017
2527,ALEXANDER AVE,4,NCC,Middle,74,32,R,Footpath,Urban,Concrete,Trip Lip,Trees,1x1,1,1.4,3,,19-Nov-19,1934952,5618798,-39.515188,176.896011,16/12/2019 7:53,3900,,78,12016
2526,ALEXANDER AVE,4,NCC,Middle,58 (Opposite #55),195,R,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,4,,19-Nov-19,1934828,5618694,-39.51617,176.89463,16/12/2019 7:39,3059,,79,11991
2526,ALEXANDER AVE,4,NCC,Middle,46 (Opposite #39),328,R,Pram Crossing,Urban,Concrete,Broken,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934705,5618644,-39.516669,176.893224,16/12/2019 7:37,2968,,80,11988
2525,ALEXANDER AVE,4,NCC,Middle,28 (Opposite #31),365,R,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934630,5618611,-39.51699,176.892375,16/12/2019 7:36,2904,,81,11985
2524,ALEXANDER AVE,4,NCC,Middle,22 (Opposite #21),401,R,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,1.4,3,,19-Nov-19,1934564,5618560,-39.517474,176.891628,16/12/2019 6:55,1677,,82,11921
2524,ALEXANDER AVE,4,NCC,Middle,22 (Opposite #21),406,R,Footpath,Urban,Concrete,Trip Lip,Trees,1x1,1,1.4,4,,19-Nov-19,1934560,5618557,-39.517505,176.891586,16/12/2019 6:55,1667,,83,11920
2524,ALEXANDER AVE,4,NCC,Middle,22 (Opposite #21),406,R,Footpath,Urban,Concrete,Displacement,Trees,2x1,2,1.4,3,,19-Nov-19,1934560,5618557,-39.517505,176.891586,16/12/2019 6:55,1660,,84,11919
2524,ALEXANDER AVE,4,NCC,Middle,22 (Opposite #19),418,R,Pram Crossing,Urban,Concrete,Scabbing,Age,1x1,1,1.4,3,,19-Nov-19,1934550,5618550,-39.517567,176.891476,16/12/2019 6:55,1624,,85,11917
2524,ALEXANDER AVE,4,NCC,Middle,22 (Opposite #19),418,R,Pram Crossing,Urban,Concrete,Trip Hazard,Age,1x1,1,1.4,3,,19-Nov-19,1934550,5618550,-39.517567,176.891476,16/12/2019 6:55,1627,,86,11918
2523,ALEXANDER AVE,4,NCC,Middle,(Opposite #15A),461,R,Footpath,Urban,Concrete,Trip Hazard,Age,1x1,1,1.4,3,,19-Nov-19,1934522,5618525,-39.517806,176.891159,16/12/2019 6:43,946,,87,11884
2523,ALEXANDER AVE,4,NCC,Middle,(Opposite #15A),466,R,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,1.4,4,,19-Nov-19,1934518,5618522,-39.517839,176.891118,16/12/2019 6:43,943,,88,11883
2523,ALEXANDER AVE,4,NCC,Middle,18 (Opposite #15A),484,R,Footpath,Urban,Concrete,Trip Hazard,Trees,1x1,1,1.4,3,,19-Nov-19,1934505,5618509,-39.517954,176.890971,16/12/2019 6:43,915,,89,11882
2522,ALEXANDER AVE,4,NCC,Middle,14 (Opposite #13),516,R,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934481,5618489,-39.518149,176.8907,16/12/2019 6:42,885,,90,11881
2522,ALEXANDER AVE,4,NCC,Middle,14 (Opposite #13),521,R,Footpath,Urban,Concrete,Trip Hazard,Age,1x1,1,1.4,3,,19-Nov-19,1934477,5618486,-39.518175,176.890651,16/12/2019 6:42,869,,91,11880
2522,ALEXANDER AVE,4,NCC,Middle,14 (Opposite #11),529,R,Footpath,Urban,Concrete,Scabbing,Age,1x1,1,1.4,3,,19-Nov-19,1934469,5618482,-39.518213,176.890571,16/12/2019 6:42,866,,92,11879
2521,ALEXANDER AVE,4,NCC,Middle,10 (Opposite #5),570,R,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934429,5618480,-39.518244,176.890103,16/12/2019 6:42,846,,93,11878
2521,ALEXANDER AVE,4,NCC,Middle,10 (Opposite #5),573,R,Footpath,Urban,Concrete,Crack,Vehicles,1x1,1,1.4,3,,19-Nov-19,1934426,5618481,-39.51824,176.890068,16/12/2019 6:42,843,,94,11877
2521,ALEXANDER AVE,4,NCC,Middle,6 (Opposite #3),604,R,Footpath,Urban,Concrete,Crack,Age,1x1,1,1.4,3,,19-Nov-19,1934396,5618488,-39.51819,176.889716,16/12/2019 6:41,826,,95,11876
3245,ALEXANDER AVE SERVICE LANE,882,NCC,Kerb,46 (Opposite #28),18,R,Footpath,Urban,Concrete,Scabbing,Vehicles,1x1,1,1.2,4,,19-Nov-19,1934697,5618653,-39.516584,176.893123,16/12/2019 7:51,3756,,96,12014
3245,ALEXANDER AVE SERVICE LANE,882,NCC,Kerb,38 (Opposite #28),60,R,Footpath,Urban,Concrete,Trip Lip,Trees,1x1,1,1.2,3,,19-Nov-19,1934655,5618655,-39.516584,176.892633,16/12/2019 7:50,3725,,97,12012
3245,ALEXANDER AVE SERVICE LANE,882,NCC,Kerb,30 (Opposite #28),110,R,Footpath,Urban,Concrete,Broken,Vehicles,1x1,1,1.2,5,,19-Nov-19,1934609,5618636,-39.516774,176.892113,16/12/2019 7:49,3679,,98,12010
578,ALFRED ST,5,NCC,Kerb,(Opposite #24),6,L,Footpath,Urban,Ashphalt,Broken,Utility Contractor,1x3,1,2.5,3,,19-Nov-19,1933960,5623197,-39.476023,176.882297,27/11/2019 8:30,7131,,99,1604
578,ALFRED ST,5,NCC,Kerb,(Opposite #24),6,L,Footpath,Urban,Ashphalt,Scabbing,Age,1x3,1,2.5,5,,19-Nov-19,1933960,5623197,-39.476023,176.882297,27/11/2019 8:30,7134,,100,1605
577,ALFRED ST,5,NCC,Kerb,(Opposite #4),32,L,Footpath,Urban,Slurry Seal,Root Fractured,Trees,1x3,1,2.5,3,,19-Nov-19,1933948,5623175,-39.476227,176.882163,27/11/2019 8:30,7157,,101,1606
577,ALFRED ST,5,NCC,Kerb,(Opposite #4),47,L,Footpath,Urban,Slurry Seal,Root Fractured,Trees,1x3,1,2.5,3,,19-Nov-19,1933942,5623161,-39.476354,176.882104,27/11/2019 8:30,7167,,102,1607
577,ALFRED ST,5,NCC,Kerb,(Opposite #4),65,L,Footpath,Urban,Slurry Seal,Trip Hazard,Workmanship,1x3,1,2.5,5,,19-Nov-19,1933935,5623145,-39.476506,176.882033,27/11/2019 8:31,7230,,103,1608
577,ALFRED ST,5,NCC,Kerb,(Opposite #2),83,L,Footpath,Urban,Slurry Seal,Scabbing,Age,1x3,1,2.5,3,,19-Nov-19,1933928,5623128,-39.476657,176.881962,27/11/2019 8:31,7243,,104,1609
577,ALFRED ST,5,NCC,Kerb,(Opposite #2),89,L,Footpath,Urban,Slurry Seal,Root Fractured,Trees,4x3,4,2.5,4,,19-Nov-19,1933926,5623122,-39.476708,176.881938,27/11/2019 8:31,7254,,105,1610
577,ALFRED ST,5,NCC,Kerb,,110,L,Footpath,Urban,Slurry Seal,Broken,Age,1x3,1,2.5,3,,19-Nov-19,1933918,5623103,-39.476885,176.881853,27/11/2019 8:32,7272,,106,1611
576,ALFRED ST,5,NCC,Kerb,near #5-112A,140,L,Footpath,Urban,Slurry Seal,Broken,Service Cover,1x3,1,2.5,3,,19-Nov-19,1933907,5623075,-39.477146,176.881746,27/11/2019 8:21,6635,,107,1575
575,ALFRED ST,5,NCC,Kerb,5-112A,167,L,Footpath,Urban,Slurry Seal,Scabbing,Age,1x5,1,5.2,3,,19-Nov-19,1933898,5623050,-39.477369,176.881653,27/11/2019 9:30,10750,,108,1820
575,ALFRED ST,5,NCC,Kerb,5-112A,176,L,Footpath,Urban,Slurry Seal,Scabbing,Age,1x5,1,5.2,3,,19-Nov-19,1933892,5623044,-39.477428,176.881581,27/11/2019 9:30,10759,,109,1821
575,ALFRED ST,5,NCC,Kerb,5-112A,198,L,Footpath,Urban,Slurry Seal,Scabbing,Age,1x5,1,5.2,5,,19-Nov-19,1933876,5623029,-39.477572,176.881406,27/11/2019 9:30,10776,,110,1822
575,ALFRED ST,5,NCC,Kerb,5-112A (Opposite #1),202,L,Footpath,Urban,Slurry Seal,Broken,Vehicles,1x5,1,5.2,3,,19-Nov-19,1933873,5623026,-39.477598,176.881374,27/11/2019 9:30,10780,,111,1823
575,ALFRED ST,5,NCC,Kerb,(Opposite #1),218,L,Footpath,Urban,Slurry Seal,Scabbing,Vehicles,3x5,3,5.2,5,,19-Nov-19,1933861,5623014,-39.477706,176.881243,27/11/2019 9:31,10794,,112,1824
575,ALFRED ST,5,NCC,Kerb,near #5-112A,223,L,Footpath,Urban,Slurry Seal,Scabbing,Age,1x5,1,5.2,3,,19-Nov-19,1933858,5623011,-39.477739,176.881204,27/11/2019 9:31,10798,,113,1825
2028,ALFRED ST,5,NCC,Kerb,6-7/21A,6,R,Pram Crossing,Urban,Slurry Seal,Other,Other,1x5,1,5,4,,19-Nov-19,1933941,5623209,-39.475921,176.882071,27/11/2019 8:16,6313,,114,1555
2027,ALFRED ST,5,NCC,Kerb,6-7/21A,27,R,Footpath,Urban,Slurry Seal,Scabbing,Age,1x5,1,5,3,,19-Nov-19,1933937,5623190,-39.476097,176.882034,27/11/2019 8:16,6295,,115,1554
