id,project,Service,Group,Board,Area,RoadID,CarriageWa,Location,ERP,Side,Position,Class,Fault,Repair,Priority,Comment,Size,Length,Width,Total,Easting,Northing,Latitude,Longitude,FaultTime,Inspector,Inspection,Seq,FaultID,PhotoID
ASM_SH_0520_418,TEST,SL1,STATE HIGHWAY,SH 1,10,147,3731,01N-0428-R3,142,L,3,BAR,Armco Barrier Damaged,Repair,3,,5,5,,5,1756745.113,5919157.017,-36.860523,174.75837,23/05/2020 11:28,SF,2020_05,418,2491,SH1C3_200523_26425
ASM_SH_0520_419,TEST,SL1,STATE HIGHWAY,SH 1,10,152,2556,01N-0428-R4,32,L,1,PVM,Ravelling,Mill and Fill,3,,20x3,20,3,60,1757362.458,5918797.249,-36.863662,174.765367,25/02/2020 11:17,SF,2020_02,419,681,SH1C3_200225_06053
ASM_SH_0520_420,TEST,SL1,STATE HIGHWAY,SH 1,10,152,2556,01N-0428-R4,170,L,1,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,10,10,,10,1757260.395,5918881.707,-36.862918,174.764205,25/02/2020 11:17,SF,2020_02,420,682,SH1C3_200225_06069
ASM_SH_0520_421,TEST,SL1,STATE HIGHWAY,SH 1,10,152,2555,01N-0428-R4,203,L,1,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,10,10,,10,1757248.022,5918911.901,-36.862648,174.76406,25/02/2020 11:17,SF,2020_02,421,683,SH1C3_200225_06073
ASM_SH_0520_422,TEST,SL1,STATE HIGHWAY,SH 1,10,152,10236,01N-0428-R4,995,L,1,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,2,,5,5,,5,1757625.212,5919584.255,-36.856527,174.76815,24/05/2020 7:58,SF,2020_05,422,2500,SH1C3_200524_00760
ASM_SH_0520_423,TEST,SL1,STATE HIGHWAY,SH 1,10,3081,2554,01N-0429-R2,252,L,1,PVM,Ravelling,Mill and Fill,3,,40x3,40,3,120,1757682.517,5919702.39,-36.855453,174.768768,25/02/2020 11:18,SF,2020_02,423,685,SH1C3_200225_06193
ASM_SH_0520_424,TEST,SL1,STATE HIGHWAY,SH 1,10,150,2559,01N-0429-R5,125,L,2,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,3,,10,10,,10,1757197.219,5918985.867,-36.86199,174.763475,24/05/2020 8:05,SF,2020_05,424,2505,SH1C3_200524_01543
ASM_SH_0520_425,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,3751,01N-0431/11.16-I,112,L,4,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,100,100,,100,1765519.501,5908932.218,-36.95115,174.85899,27/02/2020 10:20,SF,2020_02,425,823,SH1C3_200227_02390
ASM_SH_0520_426,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,2157,01N-0431/11.16-I,11888,L,4,PVM,Ravelling,Mill and Fill,3,,130x3,130,3,390,1765637.826,5908536.667,-36.954693,174.860405,27/02/2020 10:21,SF,2020_02,426,826,SH1C3_200227_02490
ASM_SH_0520_427,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,2475,01N-0431/11.16-I,13491,L,3,PVM,Ravelling,Mill and Fill,3,,900x3,900,3,2700,1766540.477,5907250.689,-36.96612,174.870822,27/02/2020 13:53,SF,2020_02,427,1069,SH1C3_200227_19535
ASM_SH_0520_428,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,2475,01N-0431/11.16-I,13623,L,2,PVM,Ravelling,Mill and Fill,3,,900x3,900,3,2700,1766629.251,5907154.38,-36.966972,174.87184,1/03/2020 9:28,SF,2020_02,428,1246,SH1C3_200301_14217
ASM_SH_0520_429,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,2475,01N-0431/11.16-I,14472,L,1,PVM,Asphalt Delamination,Mill and Fill,3,,1x1,1,1,1,1767226.758,5906553.246,-36.972282,174.878682,1/03/2020 7:32,SF,2020_02,429,1118,SH1C3_200301_01525
ASM_SH_0520_430,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,2475,01N-0431/11.16-I,14570,L,3,BAR,Armco Barrier Damaged,Repair,2,,5,5,,5,1767286.633,5906473.481,-36.97299,174.879372,27/02/2020 13:54,SF,2020_02,430,1070,SH1C3_200227_19625
ASM_SH_0520_431,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,2475,01N-0431/11.16-I,14757,L,3,PVM,Ravelling,Mill and Fill,3,,900x3,900,3,2700,1767347.367,5906297.469,-36.974565,174.880093,27/02/2020 13:54,SF,2020_02,431,1071,SH1C3_200227_19641
ASM_SH_0520_432,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,2475,01N-0431/11.16-I,14760,L,2,PVM,Ravelling,Mill and Fill,3,,900x3,900,3,2700,1767343.629,5906293.103,-36.974605,174.880052,1/03/2020 9:28,SF,2020_02,432,1247,SH1C3_200301_14307
ASM_SH_0520_433,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,2475,01N-0431/11.16-I,15472,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,2x1,2,1,2,1767518.796,5905603.707,-36.980785,174.882172,23/05/2020 8:38,SF,2020_05,433,2448,SH1C3_200523_07481
ASM_SH_0520_434,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,2474,01N-0431/11.16-I,16106,L,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,100,100,,100,1767748.716,5905014.558,-36.986052,174.884885,27/02/2020 13:55,SF,2020_02,434,1072,SH1C3_200227_19765
ASM_SH_0520_435,TEST,SL1,STATE HIGHWAY,SH 1,10,1769,2474,01N-0431/11.16-I,16399,L,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,80,80,,80,1767853.976,5904741.095,-36.988497,174.886128,27/02/2020 13:55,SF,2020_02,435,1073,SH1C3_200227_19790
ASM_SH_0520_436,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2453,01N-0431/11.17-D,212,L,1,PVM,Ravelling,Mill and Fill,3,,60x3,60,3,180,1767627.12,5905250.272,-36.98395,174.883467,27/02/2020 10:28,SF,2020_02,436,838,SH1C3_200227_02800
ASM_SH_0520_437,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,3759,01N-0431/11.17-D,266,L,1,PVM,Ravelling,Mill and Fill,3,,30x3,30,3,90,1765432.337,5908925.372,-36.951227,174.858013,27/02/2020 13:24,SF,2020_02,437,1040,SH1C3_200227_16869
ASM_SH_0520_438,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2212,01N-0431/11.17-D,11559,R,2,PVM,Ravelling,Mill and Fill,3,,300x3,300,3,900,1765491.979,5908845.627,-36.951935,174.8587,1/03/2020 10:19,SF,2020_02,438,1304,SH1C3_200301_19839
ASM_SH_0520_439,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2212,01N-0431/11.17-D,11663,R,3,PVM,Ravelling,Mill and Fill,3,,480x3,480,3,1440,1765529.004,5908748.12,-36.952807,174.859137,27/02/2020 14:17,SF,2020_02,439,1093,SH1C3_200227_22232
ASM_SH_0520_440,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2213,01N-0431/11.17-D,12058,R,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,30,30,,30,1765676.496,5908382.189,-36.956078,174.860873,27/02/2020 14:17,SF,2020_02,440,1092,SH1C3_200227_22200
ASM_SH_0520_441,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2213,01N-0431/11.17-D,12868,R,4,PVM,Ravelling,Mill and Fill,3,,60x3,60,3,180,1766067.84,5907683.725,-36.962302,174.86542,27/02/2020 13:23,SF,2020_02,441,1036,SH1C3_200227_16725
ASM_SH_0520_442,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2469,01N-0431/11.17-D,13430,R,2,PVM,Ravelling,Mill and Fill,3,,280x3,280,3,840,1766471.678,5907293.884,-36.965743,174.87004,1/03/2020 10:18,SF,2020_02,442,1303,SH1C3_200301_19691
ASM_SH_0520_443,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2469,01N-0431/11.17-D,13452,R,3,PVM,Ravelling,Mill and Fill,3,,300x3,300,3,900,1766486.03,5907276.399,-36.965898,174.870205,27/02/2020 14:16,SF,2020_02,443,1091,SH1C3_200227_22079
ASM_SH_0520_444,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2469,01N-0431/11.17-D,13860,R,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,200,200,,200,1766776.27,5906990.217,-36.968425,174.873527,27/02/2020 14:16,SF,2020_02,444,1090,SH1C3_200227_22041
ASM_SH_0520_445,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2469,01N-0431/11.17-D,15308,R,1,PVM,Ravelling,Mill and Fill,3,,80x3,80,3,240,1767456.547,5905765.655,-36.979337,174.881437,1/03/2020 9:11,SF,2020_02,445,1239,SH1C3_200301_12316
ASM_SH_0520_446,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2469,01N-0431/11.17-D,15393,R,3,PVM,Ravelling,Mill and Fill,2,,200x3,200,3,600,1767475.407,5905683.592,-36.980073,174.881667,27/02/2020 14:14,SF,2020_02,446,1089,SH1C3_200227_21899
ASM_SH_0520_447,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2469,01N-0431/11.17-D,15442,R,2,PVM,Ravelling,Mill and Fill,2,,230x3,230,3,690,1767492.59,5905638.411,-36.980477,174.88187,1/03/2020 10:17,SF,2020_02,447,1302,SH1C3_200301_19541
ASM_SH_0520_448,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2468,01N-0431/11.17-D,16104,R,2,PVM,Ravelling,Mill and Fill,3,,300x3,300,3,900,1767729.505,5905020.155,-36.986005,174.884668,1/03/2020 10:16,SF,2020_02,448,1301,SH1C3_200301_19491
ASM_SH_0520_449,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2468,01N-0431/11.17-D,16113,R,3,PVM,Ravelling,Mill and Fill,3,,260x3,260,3,780,1767730.402,5905011.48,-36.986083,174.88468,27/02/2020 14:14,SF,2020_02,449,1088,SH1C3_200227_21837
ASM_SH_0520_450,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2467,01N-0431/11.17-D,16499,R,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,40,40,,40,1767868.594,5904652.01,-36.989297,174.886312,27/02/2020 14:14,SF,2020_02,450,1087,SH1C3_200227_21805
ASM_SH_0520_451,TEST,SL1,STATE HIGHWAY,SH 1,10,1777,2467,01N-0431/11.17-D,16627,L,4,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,10,10,,10,1767910.072,5904530.094,-36.990388,174.886805,27/02/2020 13:18,SF,2020_02,451,1034,SH1C3_200227_16582
ASM_SH_0520_452,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2478,01N-0431-D,77,L,4,BAR,Armco Barrier Damaged,Repair,2,,10,10,,10,1760094.206,5915952.126,-36.888838,174.7966,24/05/2020 11:23,SF,2020_05,452,2601,SH1C3_200524_14225
ASM_SH_0520_453,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2521,01N-0431-D,90,L,4,PVM,Depression,Level Mix,3,,3x2,3,2,6,1760021.169,5916003.001,-36.888392,174.79577,25/02/2020 14:18,SF,2020_02,453,776,SH1C3_200225_19426
ASM_SH_0520_454,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2509,01N-0431-D,172,L,1,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,30,30,,30,1761238.917,5914294.661,-36.903577,174.809793,27/02/2020 13:34,SF,2020_02,454,1054,SH1C3_200227_17814
ASM_SH_0520_455,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2519,01N-0431-D,175,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,3x2,3,2,6,1760136.047,5915986.854,-36.888518,174.797062,25/02/2020 12:42,SF,2020_02,455,729,SH1C3_200225_12501
ASM_SH_0520_456,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2490,01N-0431-D,319,L,3,PVM,Ravelling,Mill and Fill,2,,250x3,250,3,750,1763632.258,5912670.876,-36.917795,174.836995,27/02/2020 13:31,SF,2020_02,456,1048,SH1C3_200227_17427
ASM_SH_0520_457,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2495,01N-0431-D,431,L,4,PVM,Ravelling,Mill and Fill,3,,6x2,6,2,12,1763604.5,5912881.513,-36.915902,174.836638,1/03/2020 7:23,SF,2020_02,457,1113,SH1C3_200301_00510
ASM_SH_0520_458,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2446,01N-0431-D,478,R,3,BAR,Armco Barrier Damaged,Repair,3,,4,4,,4,1758979.643,5917014.411,-36.879455,174.783875,25/02/2020 12:46,SF,2020_02,458,733,SH1C3_200225_12911
ASM_SH_0520_459,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,10230,01N-0431-D,1842,L,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,20,20,,20,1757567.449,5918497.13,-36.866332,174.767728,25/02/2020 13:59,SF,2020_02,459,767,SH1C3_200225_17507
ASM_SH_0520_460,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2441,01N-0431-D,2808,R,4,PVM,Corrugations,Mill and Fill,3,,5x1,5,1,5,1760697.769,5915467.384,-36.893103,174.803473,27/02/2020 13:38,SF,2020_02,460,1055,SH1C3_200227_18169
ASM_SH_0520_461,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2441,01N-0431-D,3770,R,3,PVM,Depression,Level Mix,3,,1x1,1,1,1,1761200.13,5914669.867,-36.900203,174.809278,27/02/2020 14:24,SF,2020_02,461,1103,SH1C3_200227_23019
ASM_SH_0520_462,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2438,01N-0431-D,5241,R,2,PVM,Ravelling,Mill and Fill,3,,100x3,100,3,300,1762183.366,5913645.17,-36.909267,174.820528,1/03/2020 10:23,SF,2020_02,462,1313,SH1C3_200301_20334
ASM_SH_0520_463,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2438,01N-0431-D,5423,R,3,PVM,Ravelling,Mill and Fill,3,,400x3,400,3,1200,1762269.423,5913484.481,-36.9107,174.821528,27/02/2020 14:22,SF,2020_02,463,1102,SH1C3_200227_22857
ASM_SH_0520_464,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2438,01N-0431-D,5693,R,3,PVM,Ravelling,Mill and Fill,2,,150x4,150,4,600,1762401.434,5913247.552,-36.912812,174.82306,27/02/2020 14:22,SF,2020_02,464,1101,SH1C3_200227_22826
ASM_SH_0520_465,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2437,01N-0431-D,5825,R,2,PVM,Ravelling,Mill and Fill,2,,300x3,300,3,900,1762481.71,5913143.797,-36.913733,174.823983,1/03/2020 10:23,SF,2020_02,465,1312,SH1C3_200301_20286
ASM_SH_0520_466,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2437,01N-0431-D,6278,R,3,PVM,Ravelling,Mill and Fill,3,,400x3,400,3,1200,1762876.434,5912930.133,-36.91559,174.828458,27/02/2020 14:22,SF,2020_02,466,1100,SH1C3_200227_22764
ASM_SH_0520_467,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2437,01N-0431-D,6414,R,2,PVM,Ravelling,Mill and Fill,3,,20x3,20,3,60,1763007.16,5912892.331,-36.915908,174.829933,1/03/2020 10:22,SF,2020_02,467,1311,SH1C3_200301_20240
ASM_SH_0520_468,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,10239,01N-0431-D,6761,R,3,PVM,Ravelling,Mill and Fill,2,,250x3,250,3,750,1763337.058,5912784.55,-36.916822,174.833658,27/02/2020 14:21,SF,2020_02,468,1099,SH1C3_200227_22710
ASM_SH_0520_469,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,10241,01N-0431-D,7408,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,5x2,5,2,10,1763925.631,5912518.381,-36.919118,174.84032,1/03/2020 10:22,SF,2020_02,469,1310,SH1C3_200301_20162
ASM_SH_0520_470,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,10242,01N-0431-D,7625,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,10x2,10,2,20,1764115.366,5912412.606,-36.920038,174.842472,1/03/2020 10:22,SF,2020_02,470,1309,SH1C3_200301_20144
ASM_SH_0520_471,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,10243,01N-0431-D,7666,R,1,BAR,Armco Barrier Damaged,Repair,3,,5,5,,5,1764158.114,5912388.139,-36.920251,174.842957,1/03/2020 9:16,SF,2020_02,471,1241,SH1C3_200301_12849
ASM_SH_0520_472,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2434,01N-0431-D,8075,R,2,PVM,Ravelling,Mill and Fill,2,,600x3,600,3,1800,1764479.523,5912151.951,-36.922323,174.846615,1/03/2020 10:21,SF,2020_02,472,1308,SH1C3_200301_20108
ASM_SH_0520_473,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2434,01N-0431-D,8396,R,3,PVM,Ravelling,Mill and Fill,2,,420x3,420,3,1260,1764602.105,5911855.786,-36.92497,174.848055,27/02/2020 14:20,SF,2020_02,473,1098,SH1C3_200227_22534
ASM_SH_0520_474,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2434,01N-0431-D,8674,R,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,10,10,,10,1764679.116,5911590.359,-36.927348,174.848977,27/02/2020 14:19,SF,2020_02,474,1097,SH1C3_200227_22506
ASM_SH_0520_475,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2434,01N-0431-D,8766,R,3,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,6x1,6,1,6,1764702.887,5911501.994,-36.92814,174.849263,23/05/2020 11:19,SF,2020_05,475,2487,SH1C3_200523_25319
ASM_SH_0520_476,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2434,01N-0431-D,9121,R,3,PVM,Ravelling,Mill and Fill,3,,500x3,500,3,1500,1764803.379,5911161.302,-36.931192,174.850465,27/02/2020 14:19,SF,2020_02,476,1096,SH1C3_200227_22454
ASM_SH_0520_477,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2434,01N-0431-D,9540,R,3,PVM,Ravelling,Mill and Fill,3,,600x3,600,3,1800,1764919.159,5910759.49,-36.934792,174.851852,27/02/2020 14:19,SF,2020_02,477,1095,SH1C3_200227_22416
ASM_SH_0520_478,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2433,01N-0431-D,9935,R,2,PVM,Ravelling,Mill and Fill,3,,1000x3,1000,3,3000,1765032.65,5910382.692,-36.938167,174.853208,1/03/2020 10:20,SF,2020_02,478,1307,SH1C3_200301_19965
ASM_SH_0520_479,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2432,01N-0431-D,10552,R,1,PVM,Asphalt Delamination,Mill and Fill,2,,2x1,2,1,2,1765133.436,5909774.724,-36.943627,174.854472,1/03/2020 9:14,SF,2020_02,479,1240,SH1C3_200301_12650
ASM_SH_0520_480,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2432,01N-0431-D,11027,R,2,PVM,Ravelling,Mill and Fill,3,,700x3,700,3,2100,1765297.71,5909330.892,-36.947597,174.856413,1/03/2020 10:19,SF,2020_02,480,1306,SH1C3_200301_19879
ASM_SH_0520_481,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,10244,01N-0431-D,11142,R,3,PVM,Ravelling,Mill and Fill,3,,900x3,900,3,2700,1765337.816,5909222.117,-36.94857,174.856887,27/02/2020 14:18,SF,2020_02,481,1094,SH1C3_200227_22274
ASM_SH_0520_482,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2471,01N-0431-D,11190,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,5x2,5,2,10,1765355.679,5909187.917,-36.948875,174.857095,1/03/2020 10:19,SF,2020_02,482,1305,SH1C3_200301_19867
ASM_SH_0520_483,TEST,SL1,STATE HIGHWAY,SH 1,10,1781,2471,01N-0431-D,11200,R,4,PVM,Ravelling,Mill and Fill,3,,450x3,450,3,1350,1765353.043,5909176.092,-36.948982,174.857068,27/02/2020 13:24,SF,2020_02,483,1041,SH1C3_200227_16897
ASM_SH_0520_484,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2518,01N-0431-I,139,L,1,BAR,Armco Barrier Damaged,Repair,2,,3,3,,3,1760109.987,5915928.522,-36.889048,174.796782,1/03/2020 7:20,SF,2020_02,484,1109,SH1C3_200301_00081
ASM_SH_0520_485,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2483,01N-0431-I,195,L,1,BAR,Armco Barrier Damaged,Repair,3,,3,3,,3,1765026.326,5910497.357,-36.937135,174.853112,27/02/2020 10:18,SF,2020_02,485,819,SH1C3_200227_02199
ASM_SH_0520_486,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2429,01N-0431-I,741,L,4,PVM,Ravelling,Mill and Fill,3,,100x3,100,3,300,1759160.883,5916822.68,-36.881152,174.785948,25/02/2020 14:15,SF,2020_02,486,773,SH1C3_200225_19072
ASM_SH_0520_487,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2427,01N-0431-I,2429,L,3,PVM,Ravelling,Mill and Fill,3,,200x3,200,3,600,1760421.774,5915722.315,-36.890853,174.800323,27/02/2020 13:45,SF,2020_02,487,1059,SH1C3_200227_18556
ASM_SH_0520_488,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2427,01N-0431-I,2685,L,3,BAR,Armco Barrier Damaged,Repair,3,,5,5,,5,1760619.286,5915559.876,-36.892283,174.802573,27/02/2020 13:45,SF,2020_02,488,1060,SH1C3_200227_18602
ASM_SH_0520_489,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2425,01N-0431-I,3185,L,2,PVM,Ravelling,Mill and Fill,3,,800x3,800,3,2400,1760977.938,5915212.474,-36.895352,174.80667,1/03/2020 9:21,SF,2020_02,489,1243,SH1C3_200301_13406
ASM_SH_0520_490,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2425,01N-0431-I,3310,L,1,PVM,Ravelling,Mill and Fill,3,,500x3,500,3,1500,1761040.803,5915105.291,-36.896307,174.807398,1/03/2020 7:21,SF,2020_02,490,1110,SH1C3_200301_00215
ASM_SH_0520_491,TEST,SL1,STATE HIGHWAY,SH 1,10,157,11337,01N-0431-I,3794,L,3,PVM,Ravelling,Mill and Fill,3,,650x3,650,3,1950,1761225.226,5914658.292,-36.900303,174.809562,27/02/2020 13:46,SF,2020_02,491,1061,SH1C3_200227_18700
ASM_SH_0520_492,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2423,01N-0431-I,5014,L,3,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,1762074.46,5913846.47,-36.907472,174.819263,27/02/2020 13:47,SF,2020_02,492,1062,SH1C3_200227_18804
ASM_SH_0520_493,TEST,SL1,STATE HIGHWAY,SH 1,10,157,11160,01N-0431-I,8028,L,2,PVM,Ravelling,Mill and Fill,3,,240x3,240,3,720,1764461.144,5912192.263,-36.921963,174.8464,1/03/2020 9:24,SF,2020_02,493,1244,SH1C3_200301_13770
ASM_SH_0520_494,TEST,SL1,STATE HIGHWAY,SH 1,10,157,11160,01N-0431-I,8090,L,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,60,60,,60,1764503.039,5912146.833,-36.922365,174.84688,27/02/2020 10:17,SF,2020_02,494,817,SH1C3_200227_02051
ASM_SH_0520_495,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2418,01N-0431-I,8523,L,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,10,10,,10,1764657.658,5911742.831,-36.925978,174.848703,27/02/2020 13:50,SF,2020_02,495,1064,SH1C3_200227_19110
ASM_SH_0520_496,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2418,01N-0431-I,9083,L,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,110,110,,110,1764811.177,5911204.992,-36.930797,174.850543,27/02/2020 13:50,SF,2020_02,496,1065,SH1C3_200227_19155
ASM_SH_0520_497,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2418,01N-0431-I,9297,L,2,PVM,Ravelling,Mill and Fill,3,,560x3,560,3,1680,1764866.766,5910997.915,-36.932653,174.851212,1/03/2020 9:25,SF,2020_02,497,1245,SH1C3_200301_13880
ASM_SH_0520_498,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2418,01N-0431-I,9305,L,3,PVM,Ravelling,Mill and Fill,3,,60x3,60,3,180,1764873.145,5910991.465,-36.93271,174.851285,27/02/2020 13:50,SF,2020_02,498,1066,SH1C3_200227_19173
ASM_SH_0520_499,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2417,01N-0431-I,9724,L,3,PVM,Ravelling,Mill and Fill,3,,40x3,40,3,120,1764989.022,5910590.426,-36.936303,174.852673,27/02/2020 13:50,SF,2020_02,499,1067,SH1C3_200227_19209
ASM_SH_0520_500,TEST,SL1,STATE HIGHWAY,SH 1,10,157,2416,01N-0431-I,10800,L,3,PVM,Water Seepage,Investigate,2,,1,1,,1,1765226.087,5909545.944,-36.945672,174.855562,27/02/2020 13:51,SF,2020_02,500,1068,SH1C3_200227_19303
ASM_SH_0520_501,TEST,SL1,STATE HIGHWAY,SH 1,10,160,10251,01N-0433-R1,125,L,4,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,20,20,,20,1759233.2,5916675.603,-36.882465,174.78679,25/02/2020 14:19,SF,2020_02,501,778,SH1C3_200225_19568
ASM_SH_0520_502,TEST,SL1,STATE HIGHWAY,SH 1,10,162,2520,01N-0434-R1,51,L,1,PVM,Ravelling,Mill and Fill,3,,80x5,80,5,400,1760026.44,5916046.186,-36.888002,174.79582,25/02/2020 12:42,SF,2020_02,502,727,SH1C3_200225_12481
ASM_SH_0520_503,TEST,SL1,STATE HIGHWAY,SH 1,10,162,2519,01N-0434-R1,132,L,1,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,60,60,,60,1760095.818,5916004.592,-36.888365,174.796607,25/02/2020 12:42,SF,2020_02,503,728,SH1C3_200225_12491
ASM_SH_0520_504,TEST,SL1,STATE HIGHWAY,SH 1,10,162,2519,01N-0434-R1,162,L,4,BAR,Armco Barrier Damaged,Repair,2,,10,10,,10,1760122.779,5915987.658,-36.888513,174.796913,25/02/2020 14:17,SF,2020_02,504,774,
ASM_SH_0520_505,TEST,SL1,STATE HIGHWAY,SH 1,10,165,2441,01N-0434-R2,2810,R,4,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,10x2,10,2,20,1760699.066,5915465.251,-36.893122,174.803488,23/05/2020 10:47,SF,2020_05,505,2479,SH1C3_200523_21578
ASM_SH_0520_506,TEST,SL1,STATE HIGHWAY,SH 1,10,165,9578,01N-0434-R2,5315,R,1,PVM,Ravelling,Mill and Fill,3,,80x3,80,3,240,1754823.363,5918327.753,-36.868312,174.73699,27/02/2020 9:50,SF,2020_02,506,796,SH1C3_200227_00072
ASM_SH_0520_507,TEST,SL1,STATE HIGHWAY,SH 1,10,164,2518,01N-0434-W,4,R,1,BAR,Armco Barrier Damaged,Repair,2,,10,10,,10,1760173.047,5915982.272,-36.888553,174.797478,1/03/2020 7:20,SF,2020_02,507,1108,SH1C3_200301_00051
ASM_SH_0520_508,TEST,SL1,STATE HIGHWAY,SH 1,10,164,2518,01N-0434-W,161,L,1,BAR,Armco Barrier Damaged,Repair,3,,10,10,,10,1760107.285,5915950.77,-36.888848,174.796747,1/03/2020 7:19,SF,2020_02,508,1107,SH1C3_200301_00033
