id,project,Service,Group,Board,Area,RoadID,CarriageWa,Location,ERP,Side,Position,Class,Fault,Repair,Priority,Comment,Size,Length,Width,Total,Easting,Northing,Latitude,Longitude,FaultTime,Inspector,Inspection,Seq,FaultID,PhotoID
ASM_SH_0520_1,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,2304,002-0000,50,L,1,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,50,50,,50,1778843.967,5877735.952,-37.229752,175.015993,1/03/2020 9:50,SF,2020_02,1,1269,SH1C3_200301_16897
ASM_SH_0520_2,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,2304,002-0000,57,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,20x3,20,3,60,1778849.182,5877730.734,-37.229798,175.016053,23/05/2020 9:28,SF,2020_05,2,2461,SH1C3_200523_12431
ASM_SH_0520_3,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,465,002-0000,91,R,1,PVM,Ravelling,Mill and Fill,2,,60x3,60,3,180,1779349.832,5877877.464,-37.22838,175.021658,1/03/2020 8:52,SF,2020_02,3,1220,SH1C3_200301_09979
ASM_SH_0520_4,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,465,002-0000,936,L,2,PVM,Ravelling,Mill and Fill,2,,120x3,120,3,360,1780167.596,5878037.572,-37.22678,175.030832,1/03/2020 7:57,SF,2020_02,4,1144,SH1C3_200301_04166
ASM_SH_0520_5,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,465,002-0000,995,L,1,SHL,High Shoulder,High Shoulder Repair,2,,60,60,,60,1780226.937,5878039.629,-37.22675,175.0315,27/02/2020 11:45,SF,2020_02,5,962,SH1C3_200227_09141
ASM_SH_0520_6,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,1154,L,1,SHL,High Shoulder,High Shoulder Repair,2,,100,100,,100,1780380.054,5878072.42,-37.226425,175.033217,27/02/2020 11:45,SF,2020_02,6,963,SH1C3_200227_09155
ASM_SH_0520_7,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,1197,R,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,6x1,6,1,6,1780421.976,5878077.625,-37.22637,175.033688,23/05/2020 10:16,SF,2020_05,7,2478,SH1C3_200523_17851
ASM_SH_0520_8,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,1454,R,1,DRA,Blocked Channel,Storm Water Maintenance,3,,10,10,,10,1780664.36,5878166.549,-37.225522,175.036397,27/02/2020 12:45,SF,2020_02,8,999,SH1C3_200227_14618
ASM_SH_0520_9,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,1640,L,1,DRA,Blocked Channel,Storm Water Maintenance,1,,20,20,,20,1780836.887,5878238.876,-37.224837,175.038323,27/02/2020 11:45,SF,2020_02,9,964,SH1C3_200227_09197
ASM_SH_0520_10,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,1761,R,1,DRA,Blocked Channel,Storm Water Maintenance,3,,60,60,,60,1780953.188,5878272.449,-37.224512,175.039625,27/02/2020 12:45,SF,2020_02,10,998,SH1C3_200227_14590
ASM_SH_0520_11,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,1809,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,3,,10x1,10,1,10,1780999.441,5878289.103,-37.224353,175.040142,1/03/2020 8:48,SF,2020_02,11,1219,SH1C3_200301_09793
ASM_SH_0520_12,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,1828,L,1,PVM,Depression,Level Mix,2,,20x3,20,3,60,1781012.903,5878304.132,-37.224215,175.04029,1/03/2020 7:58,SF,2020_02,12,1145,SH1C3_200301_04244
ASM_SH_0520_13,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,2205,R,1,PVM,Flushing,Water Cutting,3,,60x3,60,3,180,1781361.944,5878443.689,-37.22289,175.044188,23/05/2020 10:15,SF,2020_05,13,2477,SH1C3_200523_17770
ASM_SH_0520_14,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,2286,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,6x1,6,1,6,1781416.252,5878504.347,-37.222333,175.044785,1/03/2020 8:48,SF,2020_02,14,1217,SH1C3_200301_09751
ASM_SH_0520_15,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,464,002-0000,2516,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x1,20,1,20,1781487.336,5878721.054,-37.220367,175.045533,1/03/2020 8:48,SF,2020_02,15,1216,SH1C3_200301_09731
ASM_SH_0520_16,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,464,002-0000,2912,L,1,PVM,Rutting,Structural Asphalt SAC,3,,30x2,30,2,60,1781747.015,5878992.406,-37.217872,175.048392,1/03/2020 7:59,SF,2020_02,16,1147,SH1C3_200301_04342
ASM_SH_0520_17,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9689,002-0000,3713,L,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,10x2,10,2,20,1782534.878,5879149.498,-37.216303,175.057228,1/03/2020 7:59,SF,2020_02,17,1148,SH1C3_200301_04412
ASM_SH_0520_18,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9689,002-0000,3736,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,3,,5x1,5,1,5,1782558.122,5879148.771,-37.216305,175.05749,1/03/2020 8:47,SF,2020_02,18,1213,SH1C3_200301_09626
ASM_SH_0520_19,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9689,002-0000,3940,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,10x2,10,2,20,1782757.894,5879190.275,-37.215892,175.05973,1/03/2020 8:47,SF,2020_02,19,1212,SH1C3_200301_09608
ASM_SH_0520_20,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9689,002-0000,4090,L,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,10x2,10,2,20,1782904.246,5879224.722,-37.215553,175.06137,1/03/2020 7:59,SF,2020_02,20,1149,SH1C3_200301_04444
ASM_SH_0520_21,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9689,002-0000,4106,R,1,PVM,Chipseal Delamination,Hotmix,2,,40x3,40,3,120,1782922.26,5879224.33,-37.215553,175.061573,1/03/2020 8:47,SF,2020_02,21,1211,SH1C3_200301_09592
ASM_SH_0520_22,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9689,002-0000,4145,R,1,VEG,Vegetation Encroachment (Horizontal),Spray,3,,60,60,,60,1782960.18,5879232.94,-37.215468,175.061998,27/02/2020 12:43,SF,2020_02,22,995,SH1C3_200227_14384
ASM_SH_0520_23,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9689,002-0000,4563,L,1,PVM,Scabbing,Level Mix,3,,300x1,300,1,300,1783370.474,5879311.693,-37.214678,175.0666,1/03/2020 8:00,SF,2020_02,23,1150,SH1C3_200301_04482
ASM_SH_0520_24,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,463,002-0000,6085,L,1,PVM,Flushing,Water Cutting,3,,30x3,30,3,90,1784816.408,5879517.576,-37.212538,175.082835,1/03/2020 8:01,SF,2020_02,24,1151,SH1C3_200301_04605
ASM_SH_0520_25,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,463,002-0000,6196,R,1,PVM,Scabbing,Level Mix,3,,40x1,40,1,40,1784906.259,5879452.989,-37.213102,175.083863,1/03/2020 8:44,SF,2020_02,25,1210,SH1C3_200301_09400
ASM_SH_0520_26,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,463,002-0000,7084,R,1,SHL,High Shoulder,High Shoulder Repair,2,,40,40,,40,1785694.665,5879070.596,-37.21639,175.092838,27/02/2020 12:41,SF,2020_02,26,994,SH1C3_200227_14132
ASM_SH_0520_27,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,463,002-0000,7125,L,1,PVM,Rutting,Structural Asphalt SAC,3,,60x3,60,3,180,1785735.351,5879063.591,-37.216445,175.093298,1/03/2020 8:01,SF,2020_02,27,1152,SH1C3_200301_04691
ASM_SH_0520_28,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,463,002-0000,7219,R,1,PVM,Rutting,Structural Asphalt SAC,3,,20x2,20,2,40,1785826.702,5879043.255,-37.21661,175.094332,1/03/2020 8:43,SF,2020_02,28,1209,SH1C3_200301_09316
ASM_SH_0520_29,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,463,002-0000,7253,L,1,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,40,40,,40,1785860.362,5879039.735,-37.216635,175.094712,1/03/2020 8:02,SF,2020_02,29,1153,SH1C3_200301_04703
ASM_SH_0520_30,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9690,002-0000,9042,L,1,PVM,Variable Surface,Level Mix,3,,40x2,40,2,80,1787611.308,5878716.068,-37.2192,175.114515,23/05/2020 9:35,SF,2020_05,30,2463,SH1C3_200523_13268
ASM_SH_0520_31,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,2114,002-0000,13474,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,5x1,5,1,5,1791748.712,5877419.561,-37.230037,175.16145,1/03/2020 8:39,SF,2020_02,31,1207,SH1C3_200301_08812
ASM_SH_0520_32,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,2119,002-0000,14028,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,3x1,3,1,3,1792130.312,5877018.837,-37.233568,175.165852,1/03/2020 8:39,SF,2020_02,32,1206,SH1C3_200301_08766
ASM_SH_0520_33,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,2119,002-0000,14118,L,1,PVM,Flushing,Water Cutting,3,,20x3,20,3,60,1792196.038,5876958.494,-37.234098,175.166608,1/03/2020 8:06,SF,2020_02,33,1155,SH1C3_200301_05256
ASM_SH_0520_34,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,2118,002-0000,14443,L,1,PVM,Flushing,Water Cutting,3,,140x3,140,3,420,1792453.335,5876759.429,-37.235838,175.169558,1/03/2020 8:06,SF,2020_02,34,1156,SH1C3_200301_05284
ASM_SH_0520_35,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,2118,002-0000,14704,L,1,PVM,Rutting,Structural Asphalt SAC,3,,40x3,40,3,120,1792587.101,5876538.767,-37.237798,175.171122,23/05/2020 9:39,SF,2020_05,35,2464,SH1C3_200523_13710
ASM_SH_0520_36,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9692,002-0000,15630,L,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,6x2,6,2,12,1792979.112,5875760.521,-37.244727,175.17574,1/03/2020 8:07,SF,2020_02,36,1158,SH1C3_200301_05386
ASM_SH_0520_37,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9692,002-0000,15635,R,1,PVM,Scabbing,Level Mix,3,,30x1,30,1,30,1792979.653,5875753.181,-37.244793,175.175748,1/03/2020 8:35,SF,2020_02,37,1203,SH1C3_200301_08417
ASM_SH_0520_38,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9692,002-0000,15721,L,1,PVM,Flushing,Water Cutting,3,,50x3,50,3,150,1793055.836,5875712.129,-37.245147,175.176617,1/03/2020 8:07,SF,2020_02,38,1159,SH1C3_200301_05394
ASM_SH_0520_39,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9692,002-0000,15908,L,1,PVM,Scabbing,Level Mix,3,,300x3,300,3,900,1793231.959,5875648.126,-37.245687,175.178618,1/03/2020 8:07,SF,2020_02,39,1160,SH1C3_200301_05410
ASM_SH_0520_40,TEST,SL1,STATE HIGHWAY,SH 1,10,1774,9692,002-0000,16414,L,1,BAR,Armco Barrier Damaged,Repair,3,,6,6,,6,1793715.335,5875491.548,-37.246997,175.184105,23/05/2020 9:40,SF,2020_05,40,2465,SH1C3_200523_13855
ASM_SH_0520_41,TEST,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,253,R,1,DRA,Blocked Channel,Storm Water Maintenance,1,,40,40,,40,1794021.01,5875384.569,-37.247897,175.187577,27/02/2020 12:34,SF,2020_02,41,992,SH1C3_200227_13314
ASM_SH_0520_42,TEST,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,326,L,1,PVM,Rutting,Structural Asphalt SAC,2,,40x2,40,2,80,1794095.784,5875382.729,-37.247898,175.18842,1/03/2020 8:08,SF,2020_02,42,1161,SH1C3_200301_05488
ASM_SH_0520_43,TEST,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,444,R,1,PVM,Rutting,Structural Asphalt SAC,2,,10x1,10,1,10,1794214.307,5875384.427,-37.247858,175.189755,1/03/2020 8:34,SF,2020_02,43,1202,SH1C3_200301_08317
ASM_SH_0520_44,TEST,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,541,L,1,PVM,Rutting,Structural Asphalt SAC,1,,20x3,20,3,60,1794303.454,5875420.665,-37.247513,175.19075,1/03/2020 8:08,SF,2020_02,44,1162,SH1C3_200301_05508
ASM_SH_0520_45,TEST,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,749,L,1,PVM,Scabbing,Level Mix,3,,60x2,60,2,120,1794498.542,5875497.745,-37.246778,175.192928,1/03/2020 8:08,SF,2020_02,45,1163,SH1C3_200301_05528
ASM_SH_0520_46,TEST,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,811,R,1,PVM,Scabbing,Level Mix,3,,120x2,120,2,240,1794557.563,5875516.916,-37.246593,175.193588,1/03/2020 8:34,SF,2020_02,46,1201,SH1C3_200301_08289
ASM_SH_0520_47,TEST,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,922,L,1,PVM,Scabbing,Level Mix,3,,200x2,200,2,400,1794660.067,5875558.725,-37.246195,175.194732,1/03/2020 8:09,SF,2020_02,47,1164,SH1C3_200301_05544
ASM_SH_0520_48,TEST,SL1,STATE HIGHWAY,SH 1,10,228,15,002-0018,1540,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,5x2,5,2,10,1795278.771,5875570.218,-37.245962,175.2017,1/03/2020 8:33,SF,2020_02,48,1200,SH1C3_200301_08227
ASM_SH_0520_49,TEST,SL1,STATE HIGHWAY,SH 1,10,228,9693,002-0018,2053,R,1,PVM,Scabbing,Level Mix,3,,80x2,80,2,160,1795788.062,5875551.913,-37.24602,175.207443,1/03/2020 8:33,SF,2020_02,49,1199,SH1C3_200301_08153
ASM_SH_0520_50,TEST,SL1,STATE HIGHWAY,SH 1,10,228,9693,002-0018,2650,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,3x1,3,1,3,1796357.507,5875426.478,-37.24703,175.213892,1/03/2020 8:32,SF,2020_02,50,1198,SH1C3_200301_08103
ASM_SH_0520_51,TEST,SL1,STATE HIGHWAY,SH 1,10,228,9693,002-0018,2698,L,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,3,,10x1,10,1,10,1796402.553,5875405.773,-37.247207,175.214405,1/03/2020 8:10,SF,2020_02,51,1165,SH1C3_200301_05696
ASM_SH_0520_52,TEST,SL1,STATE HIGHWAY,SH 1,10,228,9693,002-0018,2699,R,1,PVM,Pot Holes,Pothole Repair,1,,1,1,,1,1796399.569,5875399.625,-37.247263,175.214373,23/05/2020 10:02,SF,2020_05,52,2472,SH1C3_200523_16395
ASM_SH_0520_53,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3267,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x2,20,2,40,1796929.551,5875196.803,-37.248978,175.220398,1/03/2020 8:32,SF,2020_02,53,1197,SH1C3_200301_08050
ASM_SH_0520_54,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3314,L,1,PVM,Shoulder Damage,Shoulder Repair,2,,20,20,,20,1796976.645,5875191.59,-37.249015,175.22093,27/02/2020 11:59,SF,2020_02,54,978,SH1C3_200227_10697
ASM_SH_0520_55,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3352,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,5x1,5,1,5,1797012.896,5875178.194,-37.249128,175.221342,1/03/2020 8:32,SF,2020_02,55,1196,SH1C3_200301_08042
ASM_SH_0520_56,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3532,L,1,PVM,Variable Surface,Level Mix,3,,20x3,20,3,60,1797188.774,5875142.976,-37.249408,175.223333,1/03/2020 8:10,SF,2020_02,56,1166,SH1C3_200301_05774
ASM_SH_0520_57,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3541,R,1,PVM,Scabbing,Level Mix,3,,40x1,40,1,40,1797196.778,5875136.127,-37.249468,175.223425,1/03/2020 8:32,SF,2020_02,57,1195,SH1C3_200301_08024
ASM_SH_0520_58,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3777,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,10x1,10,1,10,1797427.359,5875083.521,-37.249893,175.226037,1/03/2020 8:32,SF,2020_02,58,1194,SH1C3_200301_08000
ASM_SH_0520_59,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3882,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,5x1,5,1,5,1797530.444,5875059.001,-37.250092,175.227205,1/03/2020 8:31,SF,2020_02,59,1193,SH1C3_200301_07988
ASM_SH_0520_60,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,4044,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,6x2,6,2,12,1797677.326,5874994.924,-37.250638,175.228877,1/03/2020 8:31,SF,2020_02,60,1192,SH1C3_200301_07970
ASM_SH_0520_61,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,4170,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,10x2,10,2,20,1797789.639,5874936.544,-37.25114,175.230158,1/03/2020 8:31,SF,2020_02,61,1191,SH1C3_200301_07956
ASM_SH_0520_62,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,4226,L,1,PVM,Scabbing,Level Mix,3,,60x2,60,2,120,1797843.289,5874915.85,-37.251315,175.230768,1/03/2020 8:11,SF,2020_02,62,1167,SH1C3_200301_05841
ASM_SH_0520_63,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,4259,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,40x3,40,3,120,1797870.346,5874896.56,-37.251483,175.231078,1/03/2020 8:31,SF,2020_02,63,1190,SH1C3_200301_07951
ASM_SH_0520_64,TEST,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,4642,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x3,20,3,60,1798200.797,5874706.462,-37.253125,175.234852,1/03/2020 8:31,SF,2020_02,64,1189,SH1C3_200301_07898
ASM_SH_0520_65,TEST,SL1,STATE HIGHWAY,SH 1,10,228,13,002-0018,4943,L,1,PVM,Scabbing,Level Mix,3,,30x2,30,2,60,1798478.86,5874613.29,-37.253905,175.23801,1/03/2020 8:12,SF,2020_02,65,1168,SH1C3_200301_05913
ASM_SH_0520_66,TEST,SL1,STATE HIGHWAY,SH 1,10,228,344,002-0018,5548,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,20x3,20,3,60,1799083.172,5874610.852,-37.253798,175.24482,1/03/2020 8:12,SF,2020_02,66,1169,SH1C3_200301_05975
ASM_SH_0520_67,TEST,SL1,STATE HIGHWAY,SH 1,10,228,344,002-0018,5718,R,1,DRA,Blocked Channel,Storm Water Maintenance,2,,20,20,,20,1799250.986,5874595.544,-37.2539,175.246715,27/02/2020 12:30,SF,2020_02,67,988,SH1C3_200227_12747
ASM_SH_0520_68,TEST,SL1,STATE HIGHWAY,SH 1,10,228,344,002-0018,5723,R,1,PVM,Flushing,Water Cutting,3,,100x2,100,2,200,1799255.17,5874592.336,-37.253928,175.246763,1/03/2020 8:29,SF,2020_02,68,1188,SH1C3_200301_07782
ASM_SH_0520_69,TEST,SL1,STATE HIGHWAY,SH 1,10,228,344,002-0018,6745,L,1,PVM,Flushing,Water Cutting,3,,230x3,230,3,690,1800114.025,5874043.418,-37.258688,175.256588,1/03/2020 8:13,SF,2020_02,69,1170,SH1C3_200301_06083
ASM_SH_0520_70,TEST,SL1,STATE HIGHWAY,SH 1,10,228,344,002-0018,7044,L,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x2,20,2,40,1800350.584,5873860.131,-37.260288,175.259303,1/03/2020 8:13,SF,2020_02,70,1171,SH1C3_200301_06111
ASM_SH_0520_71,TEST,SL1,STATE HIGHWAY,SH 1,10,228,18,002-0018,8663,R,1,PVM,Flushing,Water Cutting,3,,60x1,60,1,60,1801697.033,5873002.939,-37.267718,175.274708,1/03/2020 8:27,SF,2020_02,71,1187,SH1C3_200301_07541
ASM_SH_0520_72,TEST,SL1,STATE HIGHWAY,SH 1,10,228,18,002-0018,8888,L,1,PVM,Flushing,Water Cutting,3,,80x3,80,3,240,1801911.708,5872937.818,-37.268258,175.277145,1/03/2020 8:16,SF,2020_02,72,1172,SH1C3_200301_06303
ASM_SH_0520_73,TEST,SL1,STATE HIGHWAY,SH 1,10,228,18,002-0018,9310,R,1,PVM,Flushing,Water Cutting,3,,300x2,300,2,600,1802247.76,5872706.889,-37.270265,175.280995,1/03/2020 8:26,SF,2020_02,73,1186,SH1C3_200301_07489
ASM_SH_0520_74,TEST,SL1,STATE HIGHWAY,SH 1,10,228,18,002-0018,10146,L,1,PVM,Flushing,Water Cutting,3,,20x3,20,3,60,1802709.866,5872068.206,-37.275917,175.286377,1/03/2020 8:17,SF,2020_02,74,1173,SH1C3_200301_06416
ASM_SH_0520_75,TEST,SL1,STATE HIGHWAY,SH 1,10,228,9695,002-0018,10556,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,5x2,5,2,10,1803083.609,5871901.168,-37.27734,175.290635,1/03/2020 8:25,SF,2020_02,75,1185,SH1C3_200301_07391
ASM_SH_0520_76,TEST,SL1,STATE HIGHWAY,SH 1,10,228,9697,002-0018,11085,L,1,PVM,Rutting,Structural Asphalt SAC,2,,20x3,20,3,60,1803570.328,5871695.951,-37.279082,175.296177,1/03/2020 8:18,SF,2020_02,76,1174,SH1C3_200301_06496
ASM_SH_0520_77,TEST,SL1,STATE HIGHWAY,SH 1,10,228,9698,002-0018,11980,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x3,20,3,60,1804240.813,5871099.516,-37.284307,175.303898,1/03/2020 8:25,SF,2020_02,77,1184,SH1C3_200301_07281
ASM_SH_0520_78,TEST,SL1,STATE HIGHWAY,SH 1,10,228,9698,002-0018,11998,L,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,20x2,20,2,40,1804261.818,5871098.671,-37.28431,175.304135,1/03/2020 8:19,SF,2020_02,78,1175,SH1C3_200301_06572
ASM_SH_0520_79,TEST,SL1,STATE HIGHWAY,SH 1,10,228,9699,002-0018,12246,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x2,20,2,40,1804471.366,5870967.876,-37.285442,175.306533,1/03/2020 8:24,SF,2020_02,79,1183,SH1C3_200301_07259
ASM_SH_0520_80,TEST,SL1,STATE HIGHWAY,SH 1,10,228,17,002-0018,13065,R,1,PVM,Flushing,Water Cutting,3,,40x3,40,3,120,1805270.276,5870770.031,-37.287048,175.315593,1/03/2020 8:24,SF,2020_02,80,1182,SH1C3_200301_07195
ASM_SH_0520_81,TEST,SL1,STATE HIGHWAY,SH 1,10,228,17,002-0018,13490,L,1,SHL,High Shoulder,High Shoulder Repair,3,,80,80,,80,1805660.614,5870914.569,-37.28566,175.319953,27/02/2020 12:20,SF,2020_02,81,983,SH1C3_200227_11602
ASM_SH_0520_82,TEST,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,331,R,1,PVM,Rutting,Structural Asphalt SAC,2,,20x2,20,2,40,1806037.494,5871362.756,-37.28154,175.324077,1/03/2020 8:23,SF,2020_02,82,1181,SH1C3_200301_07117
ASM_SH_0520_83,TEST,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,812,L,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,20x2,20,2,40,1806382.541,5871662.375,-37.278765,175.327883,1/03/2020 8:20,SF,2020_02,83,1176,SH1C3_200301_06802
ASM_SH_0520_84,TEST,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,1032,R,1,PVM,Scabbing,Level Mix,3,,20x1,20,1,20,1806597.651,5871707.373,-37.278312,175.330295,1/03/2020 8:23,SF,2020_02,84,1180,SH1C3_200301_07057
ASM_SH_0520_85,TEST,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,1185,R,1,PVM,Scabbing,Level Mix,3,,20x1,20,1,20,1806748.378,5871739.075,-37.277993,175.331985,1/03/2020 8:23,SF,2020_02,85,1179,SH1C3_200301_07045
ASM_SH_0520_86,TEST,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,1501,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,70x2,70,2,140,1807051.329,5871827.084,-37.277133,175.335375,1/03/2020 8:22,SF,2020_02,86,1178,SH1C3_200301_07019
ASM_SH_0520_87,TEST,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,1523,L,1,PVM,Flushing,Water Cutting,3,,10x3,10,3,30,1807072.073,5871833.566,-37.27707,175.335607,1/03/2020 8:21,SF,2020_02,87,1177,SH1C3_200301_06870
ASM_SH_0520_88,TEST,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,1772,L,1,PVM,Depression,Level Mix,2,subsidence,20x3,20,3,60,1807306.706,5871917.702,-37.27626,175.338228,23/05/2020 9:53,SF,2020_05,88,2469,SH1C3_200523_15235
ASM_SH_0520_89,TEST,SL1,STATE HIGHWAY,SH 1,10,2101,10167,016-0000,87,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,10x2,10,2,20,1758989.317,5920444.21,-36.84855,174.783265,25/02/2020 10:37,SF,2020_02,89,631,SH1C3_200225_02783
ASM_SH_0520_90,TEST,SL1,STATE HIGHWAY,SH 1,10,2101,11157,016-0000,127,R,2,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,20x1,20,1,20,1758964.401,5920413.933,-36.848827,174.782992,25/02/2020 10:37,SF,2020_02,90,630,SH1C3_200225_02773
ASM_SH_0520_91,TEST,SL1,STATE HIGHWAY,SH 1,10,2101,11157,016-0000,245,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,20x1,20,1,20,1758887.418,5920322.698,-36.849662,174.782148,25/02/2020 10:37,SF,2020_02,91,629,SH1C3_200225_02751
ASM_SH_0520_92,TEST,SL1,STATE HIGHWAY,SH 1,10,2101,11157,016-0000,293,L,2,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,10x2,10,2,20,1758855.696,5920286.11,-36.849997,174.7818,25/02/2020 10:40,SF,2020_02,92,632,SH1C3_200225_02894
ASM_SH_0520_93,TEST,SL1,STATE HIGHWAY,SH 1,10,1934,3219,016-0000/00.76-D,0,R,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,20x3,20,3,60,1754123.501,5918433.016,-36.867478,174.72912,25/02/2020 10:26,SF,2020_02,93,614,SH1C3_200225_01727
